,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_s,explicit,virality
484,0.63,0.912,8,-4.272,0,0.168,0.0,0.13,0.812,91.321,227.771,1,0
485,0.672,0.589,3,-10.829,1,0.815,9.22e-06,0.268,0.959,117.45,189.64,0,0
486,0.565,0.89,8,-2.382,1,0.0297,0.0,0.294,0.319,113.021,240.0,0,0
487,0.573,0.819,1,-5.621,1,0.107,0.0,0.109,0.619,84.898,159.176,1,0
488,0.821,0.559,7,-8.769,1,0.0542,8.75e-05,0.332,0.897,109.999,292.627,0,0
489,0.458,0.357,0,-9.95,1,0.738,0.000197,0.189,0.265,90.923,208.293,0,0
490,0.497,0.174,5,-11.19,1,0.861,0.0,0.101,0.585,174.824,197.627,0,0
491,0.642,0.688,3,-5.757,1,0.148,3.94e-05,0.307,0.529,114.964,128.107,0,0
492,0.356,0.915,9,-3.359,0,0.461,0.0737,0.681,0.664,75.699,303.491,0,0
493,0.681,0.626,0,-5.41,1,0.00887,5.56e-06,0.0791,0.676,128.036,182.085,0,0
494,0.559,0.535,11,-5.855,0,0.0515,0.0,0.26,0.259,135.865,287.976,0,0
495,0.67,0.686,10,-5.073,1,0.258,0.0,0.156,0.348,96.004,237.587,0,0
496,0.573,0.425,0,-8.439,1,0.0198,0.846,0.125,0.124,144.036,215.63,0,0
497,0.606,0.642,8,-5.339,1,0.00575,0.478,0.102,0.0764,84.975,207.301,1,0
498,0.756,0.84,11,-5.526,1,0.0425,0.0,0.322,0.689,100.02,196.68,0,0
499,0.672,0.793,8,-7.093,1,0.232,0.00013,0.891,0.577,107.387,327.84,0,0
500,0.467,0.572,6,-6.791,1,0.164,0.0,0.317,0.553,174.139,230.69,0,0
501,0.62,0.945,10,-1.051,0,0.249,0.0,0.0716,0.883,160.051,207.647,0,0
502,0.368,0.792,4,-6.741,0,0.568,0.0,0.964,0.694,128.413,153.24,0,0
503,0.746,0.322,1,-7.922,0,0.944,0.0,0.197,0.321,110.774,220.2,0,0
504,0.453,0.962,4,-0.806,0,0.751,0.0,0.159,0.96,180.017,347.493,0,0
505,0.802,0.586,1,-8.095,1,0.0843,0.0,0.14,0.503,91.019,196.348,0,0
506,0.246,0.0554,0,-26.791,1,0.964,0.936,0.11,0.209,160.084,127.0,0,0
507,0.46,0.953,5,-5.001,1,0.000161,3.44e-05,0.234,0.681,126.97,204.284,0,0
508,0.705,0.879,0,-4.473,1,0.0974,4.24e-06,0.111,0.462,104.944,180.871,0,0
509,0.662,0.465,4,-12.204,0,0.856,0.00454,0.0596,0.464,81.717,193.097,0,0
510,0.485,0.656,0,-9.361,1,0.373,7.16e-06,0.409,0.821,88.347,148.165,0,0
511,0.662,0.958,5,-0.593,0,0.147,0.0,0.77,0.803,100.0,213.629,0,0
512,0.34,0.56,0,-5.647,1,0.498,0.0,0.69,0.359,76.211,173.87,0,0
513,0.575,0.73,2,-6.27,1,0.149,8.04e-05,0.0839,0.622,186.028,238.065,0,0
514,0.51,0.134,9,-10.455,1,0.918,0.0,0.0913,0.301,88.72,216.013,0,0
515,0.458,0.642,0,-5.61,1,0.11,0.0,0.984,0.215,87.921,217.834,0,0
516,0.523,0.442,3,-10.128,1,0.756,0.0,0.104,0.43,120.818,276.124,0,0
517,0.733,0.405,10,-6.346,1,0.913,0.000151,0.114,0.271,117.974,213.918,0,0
518,0.55,0.688,2,-4.081,1,0.538,0.0,0.114,0.663,128.7,267.079,0,0
519,0.7,0.491,2,-6.642,1,0.238,0.0,0.372,0.367,104.019,229.464,0,0
520,0.826,0.588,8,-6.771,1,0.427,0.184,0.0731,0.705,99.457,205.2,1,0
521,0.45,0.512,7,-8.165,1,0.755,1.14e-05,0.293,0.583,134.546,185.104,0,0
522,0.557,0.966,0,-5.828,1,0.178,0.0,0.289,0.966,93.007,143.44,0,0
523,0.62,0.595,1,-8.731,1,0.313,0.0,0.114,0.559,149.961,189.173,0,0
524,0.581,0.581,8,-4.099,1,0.569,0.0,0.164,0.318,77.997,210.132,0,0
525,0.631,0.612,9,-5.643,1,0.0538,0.0,0.159,0.265,144.576,252.6,0,0
526,0.403,0.795,6,-2.75,1,2.96e-05,9.24e-06,0.106,0.425,86.07,253.707,0,0
527,0.581,0.504,4,-6.843,1,0.372,0.0,0.109,0.367,174.094,189.637,0,0
528,0.405,0.257,7,-10.417,1,0.934,0.281,0.125,0.165,175.748,84.293,0,0
529,0.557,0.604,7,-8.672,1,0.206,0.0,0.175,0.489,147.808,189.24,0,0
530,0.524,0.651,2,-7.167,0,0.398,0.0,0.142,0.812,94.981,179.547,0,0
531,0.578,0.657,0,-9.194,1,0.609,0.0,0.239,0.871,104.435,165.507,0,0
532,0.796,0.526,1,-11.264,1,0.382,0.0,0.223,0.779,97.063,90.14,0,0
533,0.542,0.742,3,-7.257,0,0.448,0.00408,0.734,0.547,113.996,213.0,0,0
534,0.597,0.425,9,-6.201,1,0.915,0.0,0.0934,0.938,78.535,149.68,0,0
535,0.572,0.55,7,-9.381,1,0.764,0.0659,0.124,0.747,129.581,118.387,0,0
536,0.493,0.897,9,-4.472,1,0.409,0.0115,0.0594,0.849,126.663,199.0,0,0
537,0.628,0.619,5,-7.194,1,0.441,0.000847,0.097,0.913,124.111,395.337,0,0
538,0.276,0.375,8,-12.328,1,0.846,0.0,0.227,0.466,79.658,1409.813,0,0
539,0.467,0.893,1,-3.514,1,0.00027,0.000147,0.0541,0.328,134.772,291.6,0,0
540,0.736,0.634,6,-6.022,0,0.154,0.0,0.147,0.596,119.613,298.08,1,0
541,0.595,0.583,2,-7.915,0,0.00641,2.85e-06,0.325,0.422,100.018,173.942,0,0
542,0.676,0.836,2,-6.478,1,0.164,0.000488,0.553,0.512,111.976,201.482,0,0
543,0.442,0.964,8,-4.395,1,0.41,0.000488,0.864,0.696,75.957,127.693,0,0
544,0.414,0.432,4,-9.435,0,0.879,9.84e-05,0.185,0.35,113.783,247.6,0,0
545,0.696,0.825,9,-7.597,0,0.0795,1.71e-06,0.213,0.795,124.97,204.013,0,0
546,0.772,0.684,8,-3.596,0,0.223,0.0,0.162,0.79,126.062,229.12,0,0
547,0.454,0.201,6,-19.176,0,0.617,1.27e-06,0.0951,0.272,82.029,310.72,0,0
548,0.327,0.762,4,-2.45,1,0.439,2.04e-06,0.169,0.196,135.182,367.033,0,0
549,0.477,0.469,2,-12.105,1,0.362,0.0,0.216,0.673,161.994,231.133,0,0
550,0.437,0.373,10,-9.294,1,0.285,0.000379,0.12,0.192,140.346,271.778,0,0
551,0.654,0.867,10,-3.392,1,0.128,0.0,0.347,0.674,149.987,268.8,0,0
552,0.556,0.872,4,-4.961,1,0.0308,3.4e-06,0.124,0.96,163.99,177.655,0,0
553,0.64,0.702,4,-6.959,1,0.154,0.013,0.397,0.812,116.134,172.664,0,0
554,0.495,0.387,1,-10.749,1,0.579,0.0114,0.338,0.239,77.741,238.233,0,0
555,0.482,0.714,8,-8.585,0,0.25,0.0225,0.133,0.492,107.845,220.549,0,0
556,0.682,0.869,7,-5.489,1,0.00447,0.0,0.116,0.845,109.991,216.08,0,0
557,0.489,0.633,5,-7.496,0,0.0517,0.0,0.114,0.252,148.015,149.08,1,0
558,0.751,0.729,3,-5.723,1,0.398,0.0,0.331,0.911,119.964,183.253,0,0
559,0.679,0.702,6,-6.579,0,0.451,0.528,0.0797,0.7,92.051,135.947,0,0
560,0.64,0.733,5,-3.753,1,0.611,0.0,0.672,0.341,106.955,124.733,0,0
561,0.59,0.531,5,-6.837,1,0.285,0.0,0.109,0.219,103.907,170.533,0,0
562,0.525,0.581,9,-7.07,0,0.67,0.0,0.22,0.491,177.882,183.741,0,0
563,0.537,0.792,1,-4.508,1,0.0396,0.0,0.248,0.829,163.911,207.882,0,0
564,0.592,0.911,9,-7.975,1,0.00608,0.0123,0.223,0.211,103.517,215.773,0,0
565,0.713,0.891,8,-3.833,1,0.283,8.03e-06,0.0954,0.783,94.996,260.617,0,0
566,0.408,0.478,0,-5.207,1,0.812,0.0,0.161,0.166,177.778,213.722,0,0
567,0.898,0.534,8,-7.678,0,0.234,1.11e-05,0.0898,0.339,130.023,153.231,1,0
568,0.488,0.096,10,-10.901,1,0.907,0.0,0.0926,0.508,87.892,128.737,0,0
569,0.559,0.583,2,-8.731,1,0.579,0.142,0.12,0.515,96.985,257.724,0,0
570,0.662,0.337,7,-11.628,1,0.824,0.00158,0.127,0.304,100.143,216.88,0,0
571,0.584,0.705,9,-4.877,1,0.0277,0.0,0.321,0.283,129.96,183.483,0,0
572,0.568,0.405,1,-13.681,1,0.41,0.0,0.226,0.902,117.519,411.331,0,0
573,0.297,0.844,0,-1.846,1,0.00071,0.00126,0.0606,0.512,122.128,238.968,0,0
574,0.406,0.881,2,-5.743,1,0.678,0.0,0.329,0.38,134.781,205.84,0,0
575,0.553,0.704,0,-6.797,1,0.441,0.753,0.384,0.558,148.095,125.053,0,0
576,0.672,0.871,10,-5.392,1,0.495,2.5e-05,0.514,0.963,119.991,300.397,0,0
577,0.698,0.516,9,-8.371,0,0.785,0.0,0.165,0.394,129.947,237.6,0,0
578,0.646,0.765,0,-7.54,1,0.373,5e-06,0.0837,0.967,111.676,201.117,0,0
579,0.743,0.494,9,-12.36,0,0.146,0.0,0.109,0.81,124.994,150.013,0,0
580,0.434,0.159,5,-28.158,1,0.0492,0.0256,0.0521,0.515,101.74,60.029,0,0
581,0.696,0.874,2,-4.615,0,0.0267,2.02e-06,0.238,0.615,125.924,182.04,0,0
582,0.291,0.106,0,-13.624,1,0.916,0.00244,0.268,0.253,169.202,312.799,0,0
583,0.691,0.639,2,-9.043,0,0.36,0.000398,0.0716,0.871,108.974,198.533,0,0
584,0.521,0.343,9,-9.574,1,0.665,2.49e-06,0.103,0.311,74.976,249.36,0,0
585,0.518,0.353,9,-9.724,0,0.942,1.89e-05,0.0881,0.369,126.987,209.707,0,0
586,0.745,0.7,7,-4.194,1,0.0264,0.0,0.0348,0.527,120.005,174.094,0,0
587,0.687,0.386,2,-6.88,0,0.733,0.0,0.268,0.23,124.049,280.137,0,0
588,0.612,0.589,1,-8.283,1,0.264,0.0,0.0775,0.529,101.984,178.13,0,0
589,0.342,0.793,10,-6.403,0,0.00105,0.0047,0.115,0.263,136.099,250.896,0,0
590,0.511,0.544,0,-9.904,0,0.264,1.38e-05,0.0994,0.273,134.875,233.264,0,0
591,0.679,0.406,1,-10.051,0,0.642,4.17e-05,0.115,0.347,124.993,187.443,0,0
592,0.485,0.256,11,-23.941,1,0.101,0.0,0.271,0.226,125.877,220.387,0,0
593,0.658,0.659,11,-6.239,0,0.00486,0.0,0.428,0.187,131.972,157.467,0,0
594,0.817,0.888,9,-5.997,0,0.201,1.29e-06,0.0797,0.884,121.933,254.754,0,0
595,0.557,0.499,6,-10.855,0,0.723,0.00687,0.0841,0.0495,139.911,198.204,0,0
596,0.596,0.964,11,-4.554,0,0.188,4.45e-05,0.782,0.806,111.381,380.573,0,0
597,0.218,0.0945,9,-18.939,0,0.979,0.451,0.124,0.109,168.881,201.427,0,0
598,0.674,0.655,9,-7.5,1,0.664,0.000354,0.0975,0.525,136.45,272.446,0,0
599,0.419,0.796,5,-6.72,0,0.114,6.44e-06,0.35,0.836,88.001,438.0,0,0
600,0.766,0.711,0,-6.591,0,0.277,8.53e-05,0.0751,0.974,145.97,192.739,0,0
601,0.814,0.226,9,-15.792,1,0.74,0.0,0.0834,0.505,134.143,285.427,0,0
602,0.336,0.575,7,-7.813,1,0.434,0.0,0.958,0.343,108.059,284.16,0,0
603,0.48,0.416,7,-8.285,0,0.327,0.000243,0.167,0.101,122.529,209.52,0,0
604,0.801,0.326,1,-12.626,0,0.0521,0.0,0.145,0.205,160.064,193.272,0,0
605,0.475,0.39,3,-8.173,0,0.867,0.0,0.115,0.358,129.541,267.692,0,0
606,0.56,0.335,10,-11.342,1,0.791,0.0,0.0604,0.47,113.299,153.653,0,0
607,0.673,0.531,0,-13.146,1,0.254,0.0,0.0583,0.961,130.845,181.76,0,0
608,0.72,0.226,0,-15.814,1,0.882,0.0,0.307,0.867,73.116,193.854,0,0
609,0.596,0.28,5,-5.916,1,0.979,3.2e-05,0.354,0.719,124.695,187.03,0,0
610,0.576,0.746,2,-5.949,1,0.203,0.0,0.207,0.789,95.054,258.533,0,0
611,0.748,0.914,0,-4.057,0,0.0985,1.83e-06,0.0536,0.586,124.012,321.067,0,0
612,0.811,0.327,0,-11.602,1,0.465,0.000945,0.0883,0.393,131.956,326.453,0,0
613,0.622,0.548,5,-11.889,0,0.157,4.01e-05,0.304,0.796,116.465,345.989,0,0
614,0.622,0.548,5,-11.889,0,0.157,4.01e-05,0.304,0.796,116.465,345.989,0,0
615,0.622,0.548,5,-11.889,0,0.157,4.01e-05,0.304,0.796,116.465,345.989,0,0
616,0.622,0.548,5,-11.889,0,0.157,4.01e-05,0.304,0.796,116.465,345.989,0,0
617,0.509,0.629,1,-5.546,0,0.633,0.0,0.196,0.343,143.971,299.583,0,0
618,0.621,0.82,9,-8.63,0,0.2,0.000112,0.0396,0.96,146.664,174.973,0,0
619,0.546,0.335,2,-19.525,1,0.549,0.00267,0.0856,0.247,79.991,191.973,0,0
620,0.448,0.144,0,-16.148,0,0.879,1.2e-06,0.104,0.478,53.444,238.653,0,0
621,0.483,0.899,9,-5.467,1,0.0134,0.0,0.0874,0.422,90.005,296.798,0,0
622,0.483,0.899,9,-5.467,1,0.0134,0.0,0.0874,0.422,90.005,296.798,0,0
623,0.483,0.899,9,-5.467,1,0.0134,0.0,0.0874,0.422,90.005,296.798,0,0
624,0.483,0.899,9,-5.467,1,0.0134,0.0,0.0874,0.422,90.005,296.798,0,0
625,0.599,0.945,8,-3.281,0,0.253,0.00823,0.0768,0.937,84.986,544.941,0,0
626,0.52,0.602,3,-7.035,1,0.628,0.0,0.15,0.425,122.091,248.52,0,0
627,0.52,0.602,3,-7.035,1,0.628,0.0,0.15,0.425,122.091,248.52,0,0
628,0.52,0.602,3,-7.035,1,0.628,0.0,0.15,0.425,122.091,248.52,0,0
629,0.52,0.602,3,-7.035,1,0.628,0.0,0.15,0.425,122.091,248.52,0,0
630,0.717,0.256,0,-15.704,1,0.651,0.0143,0.127,0.392,125.983,310.66,0,0
631,0.717,0.256,0,-15.704,1,0.651,0.0143,0.127,0.392,125.983,310.66,0,0
632,0.717,0.256,0,-15.704,1,0.651,0.0143,0.127,0.392,125.983,310.66,0,0
633,0.717,0.256,0,-15.704,1,0.651,0.0143,0.127,0.392,125.983,310.66,0,0
634,0.383,0.272,10,-12.231,1,0.784,0.0,0.321,0.486,106.309,159.164,0,0
635,0.383,0.272,10,-12.231,1,0.784,0.0,0.321,0.486,106.309,159.164,0,0
636,0.383,0.272,10,-12.231,1,0.784,0.0,0.321,0.486,106.309,159.164,0,0
637,0.383,0.272,10,-12.231,1,0.784,0.0,0.321,0.486,106.309,159.164,0,0
638,0.49,0.616,1,-4.89,1,0.031,0.0,0.0596,0.483,142.803,203.773,0,0
639,0.49,0.616,1,-4.89,1,0.031,0.0,0.0596,0.483,142.803,203.773,0,0
640,0.49,0.616,1,-4.89,1,0.031,0.0,0.0596,0.483,142.803,203.773,0,0
641,0.49,0.616,1,-4.89,1,0.031,0.0,0.0596,0.483,142.803,203.773,0,0
642,0.439,0.22,8,-11.028,1,0.791,0.000907,0.094,0.516,112.213,144.28,0,0
643,0.439,0.22,8,-11.028,1,0.791,0.000907,0.094,0.516,112.213,144.28,0,0
644,0.439,0.22,8,-11.028,1,0.791,0.000907,0.094,0.516,112.213,144.28,0,0
645,0.439,0.22,8,-11.028,1,0.791,0.000907,0.094,0.516,112.213,144.28,0,0
646,0.692,0.712,11,-8.05,0,0.0898,0.431,0.094,0.284,130.019,235.627,0,0
647,0.692,0.712,11,-8.05,0,0.0898,0.431,0.094,0.284,130.019,235.627,0,0
648,0.692,0.712,11,-8.05,0,0.0898,0.431,0.094,0.284,130.019,235.627,0,0
649,0.692,0.712,11,-8.05,0,0.0898,0.431,0.094,0.284,130.019,235.627,0,0
650,0.496,0.972,6,-4.011,1,1.01e-05,6.29e-06,0.215,0.412,120.085,172.5,1,0
651,0.496,0.972,6,-4.011,1,1.01e-05,6.29e-06,0.215,0.412,120.085,172.5,1,0
652,0.496,0.972,6,-4.011,1,1.01e-05,6.29e-06,0.215,0.412,120.085,172.5,1,0
653,0.496,0.972,6,-4.011,1,1.01e-05,6.29e-06,0.215,0.412,120.085,172.5,1,0
654,0.684,0.904,0,-5.174,0,0.00255,0.000524,0.0693,0.619,130.054,226.434,0,0
655,0.684,0.904,0,-5.174,0,0.00255,0.000524,0.0693,0.619,130.054,226.434,0,0
656,0.684,0.904,0,-5.174,0,0.00255,0.000524,0.0693,0.619,130.054,226.434,0,0
657,0.684,0.904,0,-5.174,0,0.00255,0.000524,0.0693,0.619,130.054,226.434,0,0
658,0.755,0.434,2,-8.827,1,0.44,0.0,0.248,0.59,99.96,227.973,0,0
659,0.755,0.434,2,-8.827,1,0.44,0.0,0.248,0.59,99.96,227.973,0,0
660,0.755,0.434,2,-8.827,1,0.44,0.0,0.248,0.59,99.96,227.973,0,0
661,0.755,0.434,2,-8.827,1,0.44,0.0,0.248,0.59,99.96,227.973,0,0
662,0.658,0.85,10,-3.101,1,0.00773,0.0,0.038,0.653,133.039,141.373,0,0
663,0.658,0.85,10,-3.101,1,0.00773,0.0,0.038,0.653,133.039,141.373,0,0
664,0.658,0.85,10,-3.101,1,0.00773,0.0,0.038,0.653,133.039,141.373,0,0
665,0.658,0.85,10,-3.101,1,0.00773,0.0,0.038,0.653,133.039,141.373,0,0
666,0.625,0.198,2,-9.131,1,0.884,0.0,0.0809,0.361,107.723,222.68,0,0
667,0.625,0.198,2,-9.131,1,0.884,0.0,0.0809,0.361,107.723,222.68,0,0
668,0.625,0.198,2,-9.131,1,0.884,0.0,0.0809,0.361,107.723,222.68,0,0
669,0.625,0.198,2,-9.131,1,0.884,0.0,0.0809,0.361,107.723,222.68,0,0
670,0.543,0.367,9,-7.746,1,0.653,1.45e-06,0.108,0.352,115.906,191.347,1,0
671,0.543,0.367,9,-7.746,1,0.653,1.45e-06,0.108,0.352,115.906,191.347,1,0
672,0.543,0.367,9,-7.746,1,0.653,1.45e-06,0.108,0.352,115.906,191.347,1,0
673,0.543,0.367,9,-7.746,1,0.653,1.45e-06,0.108,0.352,115.906,191.347,1,0
674,0.757,0.602,8,-6.402,0,0.705,0.0,0.091,0.277,131.133,117.159,1,0
675,0.757,0.602,8,-6.402,0,0.705,0.0,0.091,0.277,131.133,117.159,1,0
676,0.757,0.602,8,-6.402,0,0.705,0.0,0.091,0.277,131.133,117.159,1,0
677,0.757,0.602,8,-6.402,0,0.705,0.0,0.091,0.277,131.133,117.159,1,0
678,0.617,0.942,1,-3.237,0,0.137,0.00477,0.122,0.935,187.962,194.043,0,0
679,0.617,0.942,1,-3.237,0,0.137,0.00477,0.122,0.935,187.962,194.043,0,0
680,0.617,0.942,1,-3.237,0,0.137,0.00477,0.122,0.935,187.962,194.043,0,0
681,0.617,0.942,1,-3.237,0,0.137,0.00477,0.122,0.935,187.962,194.043,0,0
682,0.801,0.311,1,-8.378,1,0.533,0.0,0.0974,0.529,150.085,229.76,1,0
683,0.801,0.311,1,-8.378,1,0.533,0.0,0.0974,0.529,150.085,229.76,1,0
684,0.801,0.311,1,-8.378,1,0.533,0.0,0.0974,0.529,150.085,229.76,1,0
685,0.801,0.311,1,-8.378,1,0.533,0.0,0.0974,0.529,150.085,229.76,1,0
686,0.783,0.659,11,-4.437,1,0.237,2.03e-05,0.0708,0.578,99.988,221.219,0,0
687,0.783,0.659,11,-4.437,1,0.237,2.03e-05,0.0708,0.578,99.988,221.219,0,0
688,0.783,0.659,11,-4.437,1,0.237,2.03e-05,0.0708,0.578,99.988,221.219,0,0
689,0.783,0.659,11,-4.437,1,0.237,2.03e-05,0.0708,0.578,99.988,221.219,0,0
690,0.457,0.805,2,-5.006,0,0.00927,0.0,0.0932,0.508,102.843,180.84,0,0
691,0.409,0.369,3,-11.52,0,0.369,0.0,0.34,0.68,117.326,151.227,0,0
692,0.725,0.544,3,-7.846,1,0.0686,0.0,0.359,0.741,135.087,165.827,0,0
693,0.55,0.556,1,-5.768,0,0.539,0.0,0.168,0.431,130.114,263.78,0,0
694,0.724,0.688,10,-7.087,1,0.505,7.37e-06,0.202,0.538,103.015,233.586,0,0
695,0.385,0.148,7,-10.907,1,0.967,8.72e-06,0.138,0.216,119.414,248.267,0,0
696,0.385,0.148,7,-10.907,1,0.967,8.72e-06,0.138,0.216,119.414,248.267,0,0
697,0.385,0.148,7,-10.907,1,0.967,8.72e-06,0.138,0.216,119.414,248.267,0,0
698,0.385,0.148,7,-10.907,1,0.967,8.72e-06,0.138,0.216,119.414,248.267,0,0
699,0.548,0.386,6,-11.08,0,0.613,0.0,0.395,0.785,143.163,34.539,1,0
700,0.548,0.386,6,-11.08,0,0.613,0.0,0.395,0.785,143.163,34.539,1,0
701,0.548,0.386,6,-11.08,0,0.613,0.0,0.395,0.785,143.163,34.539,1,0
702,0.548,0.386,6,-11.08,0,0.613,0.0,0.395,0.785,143.163,34.539,1,0
703,0.505,0.339,1,-7.507,1,0.743,0.0,0.201,0.415,153.675,210.209,0,0
704,0.505,0.339,1,-7.507,1,0.743,0.0,0.201,0.415,153.675,210.209,0,0
705,0.505,0.339,1,-7.507,1,0.743,0.0,0.201,0.415,153.675,210.209,0,0
706,0.505,0.339,1,-7.507,1,0.743,0.0,0.201,0.415,153.675,210.209,0,0
707,0.675,0.403,9,-9.457,0,0.042,0.00109,0.566,0.331,83.968,183.565,0,0
708,0.675,0.403,9,-9.457,0,0.042,0.00109,0.566,0.331,83.968,183.565,0,0
709,0.675,0.403,9,-9.457,0,0.042,0.00109,0.566,0.331,83.968,183.565,0,0
710,0.675,0.403,9,-9.457,0,0.042,0.00109,0.566,0.331,83.968,183.565,0,0
711,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
712,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
713,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
714,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
715,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
716,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
717,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
718,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
719,0.906,0.625,4,-6.719,0,0.142,0.0,0.115,0.539,110.061,185.496,1,0
720,0.615,0.854,8,-5.717,1,0.000194,0.0,0.87,0.497,131.023,255.893,0,0
721,0.615,0.854,8,-5.717,1,0.000194,0.0,0.87,0.497,131.023,255.893,0,0
722,0.615,0.854,8,-5.717,1,0.000194,0.0,0.87,0.497,131.023,255.893,0,0
723,0.615,0.854,8,-5.717,1,0.000194,0.0,0.87,0.497,131.023,255.893,0,0
724,0.602,0.484,6,-6.893,0,0.453,0.0,0.396,0.34,124.734,244.8,0,0
725,0.602,0.484,6,-6.893,0,0.453,0.0,0.396,0.34,124.734,244.8,0,0
726,0.602,0.484,6,-6.893,0,0.453,0.0,0.396,0.34,124.734,244.8,0,0
727,0.602,0.484,6,-6.893,0,0.453,0.0,0.396,0.34,124.734,244.8,0,0
728,0.719,0.641,0,-9.68,1,0.747,0.0,0.578,0.952,88.153,192.387,0,0
729,0.719,0.641,0,-9.68,1,0.747,0.0,0.578,0.952,88.153,192.387,0,0
730,0.719,0.641,0,-9.68,1,0.747,0.0,0.578,0.952,88.153,192.387,0,0
731,0.719,0.641,0,-9.68,1,0.747,0.0,0.578,0.952,88.153,192.387,0,0
732,0.565,0.812,5,-6.763,0,0.617,0.0,0.0955,0.596,105.077,252.958,0,0
733,0.565,0.812,5,-6.763,0,0.617,0.0,0.0955,0.596,105.077,252.958,0,0
734,0.565,0.812,5,-6.763,0,0.617,0.0,0.0955,0.596,105.077,252.958,0,0
735,0.565,0.812,5,-6.763,0,0.617,0.0,0.0955,0.596,105.077,252.958,0,0
736,0.677,0.251,7,-16.772,0,0.25,0.0176,0.137,0.4,82.026,233.813,0,0
737,0.677,0.251,7,-16.772,0,0.25,0.0176,0.137,0.4,82.026,233.813,0,0
738,0.677,0.251,7,-16.772,0,0.25,0.0176,0.137,0.4,82.026,233.813,0,0
739,0.677,0.251,7,-16.772,0,0.25,0.0176,0.137,0.4,82.026,233.813,0,0
740,0.678,0.474,0,-9.104,0,0.74,0.0,0.106,0.462,95.013,242.395,1,0
741,0.678,0.474,0,-9.104,0,0.74,0.0,0.106,0.462,95.013,242.395,1,0
742,0.678,0.474,0,-9.104,0,0.74,0.0,0.106,0.462,95.013,242.395,1,0
743,0.678,0.474,0,-9.104,0,0.74,0.0,0.106,0.462,95.013,242.395,1,0
744,0.727,0.786,2,-4.645,0,0.0378,3.4e-05,0.335,0.833,125.053,221.16,0,0
745,0.727,0.786,2,-4.645,0,0.0378,3.4e-05,0.335,0.833,125.053,221.16,0,0
746,0.727,0.786,2,-4.645,0,0.0378,3.4e-05,0.335,0.833,125.053,221.16,0,0
747,0.727,0.786,2,-4.645,0,0.0378,3.4e-05,0.335,0.833,125.053,221.16,0,0
748,0.51,0.708,7,-5.337,1,7.86e-05,0.0,0.104,0.855,141.988,153.733,0,0
749,0.51,0.708,7,-5.337,1,7.86e-05,0.0,0.104,0.855,141.988,153.733,0,0
750,0.51,0.708,7,-5.337,1,7.86e-05,0.0,0.104,0.855,141.988,153.733,0,0
751,0.51,0.708,7,-5.337,1,7.86e-05,0.0,0.104,0.855,141.988,153.733,0,0
752,0.282,0.955,0,-6.644,1,0.000507,0.00501,0.728,0.169,103.268,253.341,0,0
753,0.282,0.955,0,-6.644,1,0.000507,0.00501,0.728,0.169,103.268,253.341,0,0
754,0.282,0.955,0,-6.644,1,0.000507,0.00501,0.728,0.169,103.268,253.341,0,0
755,0.282,0.955,0,-6.644,1,0.000507,0.00501,0.728,0.169,103.268,253.341,0,0
756,0.422,0.636,7,-9.498,1,0.817,0.00102,0.544,0.77,93.301,301.194,0,0
757,0.422,0.636,7,-9.498,1,0.817,0.00102,0.544,0.77,93.301,301.194,0,0
758,0.422,0.636,7,-9.498,1,0.817,0.00102,0.544,0.77,93.301,301.194,0,0
759,0.422,0.636,7,-9.498,1,0.817,0.00102,0.544,0.77,93.301,301.194,0,0
760,0.62,0.338,0,-8.396,1,0.839,2.06e-06,0.129,0.269,119.777,367.0,0,0
761,0.62,0.338,0,-8.396,1,0.839,2.06e-06,0.129,0.269,119.777,367.0,0,0
762,0.62,0.338,0,-8.396,1,0.839,2.06e-06,0.129,0.269,119.777,367.0,0,0
763,0.62,0.338,0,-8.396,1,0.839,2.06e-06,0.129,0.269,119.777,367.0,0,0
764,0.331,0.433,11,-9.583,1,0.287,0.0,0.206,0.36,176.278,300.947,0,0
765,0.331,0.433,11,-9.583,1,0.287,0.0,0.206,0.36,176.278,300.947,0,0
766,0.331,0.433,11,-9.583,1,0.287,0.0,0.206,0.36,176.278,300.947,0,0
767,0.331,0.433,11,-9.583,1,0.287,0.0,0.206,0.36,176.278,300.947,0,0
768,0.561,0.766,0,-6.696,0,0.0268,3.03e-06,0.118,0.285,171.907,170.031,1,0
769,0.561,0.766,0,-6.696,0,0.0268,3.03e-06,0.118,0.285,171.907,170.031,1,0
770,0.561,0.766,0,-6.696,0,0.0268,3.03e-06,0.118,0.285,171.907,170.031,1,0
771,0.561,0.766,0,-6.696,0,0.0268,3.03e-06,0.118,0.285,171.907,170.031,1,0
