,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_s,explicit,virality
96,0.421,0.131,0,-18.435,1,0.952,0.00453,0.109,0.12,137.446,291.796,0,1
97,0.391,0.084,0,-17.843,1,0.953,0.0,0.0983,0.111,79.449,222.369,0,1
98,0.516,0.254,9,-16.027,0,0.816,0.855,0.189,0.304,56.829,60.719,0,1
99,0.412,0.236,4,-15.159,0,0.83,0.00653,0.147,0.119,140.214,281.38,0,1
100,0.704,0.225,6,-14.454,0,0.902,0.657,0.106,0.243,120.006,245.425,0,1
101,0.351,0.296,4,-10.109,0,0.934,0.0,0.095,0.12,115.284,200.185,0,1
102,0.614,0.318,7,-12.695,1,0.896,0.00239,0.0795,0.112,119.959,180.933,0,1
103,0.706,0.468,8,-8.003,1,0.171,0.0,0.164,0.394,160.075,218.879,1,1
104,0.602,0.505,1,-8.197,0,0.112,0.0,0.155,0.457,67.129,260.255,0,1
105,0.702,0.586,9,-7.83,0,0.0388,7.27e-05,0.156,0.608,134.951,199.111,0,1
106,0.702,0.586,9,-7.83,0,0.0388,7.27e-05,0.156,0.608,134.951,199.111,0,1
107,0.518,0.727,1,-5.947,1,0.00153,0.000152,0.0882,0.342,170.962,200.045,0,1
108,0.684,0.817,0,-5.499,1,0.0222,2.19e-05,0.439,0.623,118.059,215.627,1,1
109,0.659,0.572,5,-6.103,0,0.0784,0.00772,0.123,0.14,108.968,361.024,0,1
110,0.513,0.73,1,-5.94,1,0.00143,9.54e-05,0.0897,0.334,171.001,200.04,0,1
111,0.679,0.825,0,-5.487,1,0.0212,1.21e-05,0.543,0.644,118.049,215.626,1,1
112,0.658,0.572,5,-6.099,0,0.0811,0.0061,0.121,0.144,108.968,361.026,0,1
113,0.461,0.593,1,-4.954,1,0.165,0.0,0.307,0.174,134.165,228.373,0,1
114,0.323,0.737,10,-4.008,1,0.14,0.000162,0.163,0.156,112.923,241.066,0,1
115,0.679,0.587,7,-7.015,1,0.141,6.35e-06,0.137,0.486,186.003,230.453,1,1
116,0.705,0.505,8,-6.923,1,0.142,0.0,0.164,0.388,160.053,218.88,1,1
117,0.638,0.474,5,-12.7,0,0.351,0.191,0.105,0.441,179.771,111.64,0,1
118,0.586,0.525,1,-7.163,0,0.111,0.0,0.134,0.507,133.63,260.252,0,1
119,0.585,0.564,0,-7.063,0,0.0671,0.0,0.135,0.137,113.003,242.253,1,1
120,0.677,0.663,7,-6.582,0,0.687,0.0,0.643,0.412,119.966,274.434,0,1
121,0.854,0.674,1,-6.23,1,0.0517,8.53e-05,0.509,0.848,99.022,215.466,1,1
122,0.264,0.64,8,-6.221,1,0.0393,2.31e-06,0.151,0.19,84.828,244.684,0,1
123,0.264,0.64,8,-6.221,1,0.0393,2.31e-06,0.151,0.19,84.828,244.684,0,1
124,0.854,0.674,1,-6.23,1,0.0517,8.53e-05,0.509,0.848,99.022,215.466,1,1
125,0.602,0.505,1,-8.197,0,0.112,0.0,0.155,0.457,67.129,260.255,0,1
126,0.493,0.907,2,-4.698,1,0.00108,0.0,0.109,0.386,169.948,183.41,1,1
127,0.493,0.907,2,-4.698,1,0.00108,0.0,0.109,0.386,169.948,183.41,1,1
128,0.592,0.53,5,-6.045,0,0.117,0.000168,0.129,0.13,159.604,218.146,1,1
129,0.746,0.523,2,-4.384,1,0.563,0.0,0.0701,0.921,90.0,157.559,0,1
130,0.703,0.768,0,-3.492,1,0.228,0.00238,0.0893,0.558,120.013,215.277,0,1
131,0.502,0.881,2,-4.854,1,0.00151,0.0,0.103,0.383,169.964,184.013,1,1
132,0.833,0.554,11,-7.194,0,0.127,1.14e-06,0.103,0.417,99.973,149.506,1,1
133,0.695,0.763,0,-3.497,1,0.189,0.00242,0.0863,0.551,120.042,215.28,0,1
134,0.755,0.522,2,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157.56,0,1
135,0.829,0.538,11,-7.359,0,0.137,1.88e-06,0.103,0.389,99.952,149.546,1,1
136,0.585,0.52,5,-6.136,0,0.124,7.75e-05,0.131,0.129,159.798,218.146,1,1
137,0.63,0.804,6,-4.183,1,0.215,0.0,0.253,0.492,123.146,220.293,1,1
138,0.63,0.804,6,-4.183,1,0.215,0.0,0.253,0.492,123.146,220.293,1,1
139,0.638,0.855,7,-4.86,1,0.00757,0.0,0.245,0.731,127.986,178.205,1,1
140,0.49,0.88,2,-4.856,1,0.00154,0.0,0.103,0.392,169.949,184.013,1,1
141,0.644,0.728,8,-5.75,1,0.0543,0.169,0.161,0.43,88.993,153.946,0,1
142,0.559,0.551,5,-7.231,1,0.141,0.0,0.11,0.392,143.008,201.8,1,1
143,0.358,0.284,7,-8.285,1,0.805,0.0,0.183,0.276,99.796,180.853,1,1
144,0.665,0.59,9,-7.608,1,0.763,0.0132,0.147,0.216,77.559,239.613,0,1
145,0.692,0.684,6,-7.364,1,0.131,0.0,0.156,0.406,112.912,231.253,1,1
146,0.692,0.684,6,-7.364,1,0.131,0.0,0.156,0.406,112.912,231.253,1,1
147,0.411,0.619,1,-6.834,1,0.62,0.0,0.11,0.337,177.937,186.191,0,1
148,0.571,0.552,0,-7.231,1,0.14,0.0,0.109,0.393,143.024,201.8,1,1
149,0.547,0.551,0,-7.206,1,0.156,0.0,0.105,0.38,142.971,201.8,0,1
150,0.643,0.729,8,-5.769,1,0.0576,0.136,0.161,0.391,88.969,153.946,0,1
151,0.436,0.655,1,-8.37,0,0.499,8.1e-06,0.688,0.412,121.002,279.204,1,1
152,0.692,0.684,6,-7.364,1,0.131,0.0,0.156,0.406,112.912,231.253,1,1
153,0.506,0.362,10,-9.48,1,0.67,0.0,0.176,0.385,84.726,92.4,1,1
154,0.606,0.645,2,-4.835,0,0.204,0.0,0.14,0.453,110.016,164.927,0,1
155,0.654,0.503,9,-7.065,1,0.533,0.0,0.101,0.347,160.011,210.2,0,1
156,0.795,0.63,7,-5.854,0,0.157,0.0,0.0732,0.447,97.998,173.639,1,1
157,0.787,0.775,1,-6.614,1,0.19,6.54e-05,0.113,0.787,118.998,214.994,1,1
158,0.645,0.646,5,-8.334,1,0.0615,3.04e-05,0.074,0.295,115.842,228.639,0,1
159,0.506,0.362,10,-9.48,1,0.67,0.0,0.176,0.385,84.726,92.4,1,1
160,0.606,0.645,2,-4.835,0,0.204,0.0,0.14,0.453,110.016,164.927,0,1
161,0.654,0.503,9,-7.065,1,0.533,0.0,0.101,0.347,160.011,210.2,0,1
162,0.795,0.63,7,-5.854,0,0.157,0.0,0.0732,0.447,97.998,173.639,1,1
163,0.787,0.775,1,-6.614,1,0.19,6.54e-05,0.113,0.787,118.998,214.994,1,1
164,0.645,0.646,5,-8.334,1,0.0615,3.04e-05,0.074,0.295,115.842,228.639,0,1
165,0.777,0.317,1,-10.732,0,0.591,0.0,0.0881,0.33,139.848,178.626,1,1
166,0.447,0.182,6,-12.439,1,0.968,3.83e-05,0.327,0.0959,89.601,79.84,0,1
167,0.628,0.593,8,-5.036,1,0.093,1.65e-06,0.096,0.104,125.025,197.266,0,1
168,0.787,0.775,1,-6.614,1,0.19,6.54e-05,0.113,0.787,118.998,214.994,1,1
169,0.593,0.33,2,-11.729,0,0.000386,0.0,0.122,0.316,89.206,65.685,0,1
170,0.727,0.711,2,-6.549,1,0.582,0.0,0.158,0.375,110.012,233.456,1,1
171,0.727,0.711,2,-6.549,1,0.582,0.0,0.158,0.375,110.012,233.456,1,1
172,0.697,0.315,5,-8.091,0,0.11,0.0,0.0825,0.298,110.872,191.6,1,1
173,0.509,0.637,4,-4.83,0,0.0717,1.08e-05,0.0789,0.379,172.007,224.0,1,1
174,0.697,0.315,5,-8.091,0,0.11,0.0,0.0825,0.298,110.872,191.6,1,1
175,0.509,0.637,4,-4.83,0,0.0717,1.08e-05,0.0789,0.379,172.007,224.0,1,1
176,0.735,0.766,1,-4.485,1,0.025,0.00141,0.108,0.6,127.975,215.226,0,1
177,0.735,0.766,1,-4.485,1,0.025,0.00141,0.108,0.6,127.975,215.226,0,1
178,0.767,0.682,1,-5.02,1,0.0113,0.00016,0.104,0.833,127.975,243.533,1,1
179,0.786,0.716,11,-4.253,0,0.101,1.62e-05,0.0557,0.596,125.924,235.52,0,1
180,0.769,0.685,1,-5.019,1,0.0105,0.000124,0.0887,0.836,127.977,243.6,1,1
181,0.789,0.706,11,-4.233,0,0.112,1.71e-05,0.0586,0.638,125.918,235.493,0,1
182,0.335,0.44,9,-9.748,1,0.385,0.00251,0.115,0.198,132.449,278.126,0,1
183,0.552,0.202,6,-10.685,1,0.96,0.00154,0.225,0.237,78.021,215.76,0,1
184,0.294,0.337,6,-10.614,0,0.814,0.414,0.14,0.135,91.781,300.683,0,1
185,0.404,0.664,1,-6.698,1,0.542,0.00402,0.11,0.0949,107.747,351.64,1,1
186,0.527,0.591,6,-7.664,0,0.194,0.0194,0.0907,0.461,123.167,256.76,0,1
187,0.485,0.348,6,-11.576,0,0.678,0.167,0.118,0.145,99.898,209.156,0,1
188,0.485,0.348,6,-11.576,0,0.678,0.167,0.118,0.145,99.898,209.156,0,1
189,0.359,0.611,6,-7.676,0,0.206,0.0256,0.0898,0.428,93.05,256.768,0,1
190,0.612,0.52,7,-6.192,1,0.173,0.0,0.0989,0.361,122.307,190.869,0,0
191,0.643,0.802,9,-5.066,1,0.375,0.0,0.328,0.729,137.76,143.733,0,0
192,0.773,0.43,9,-12.956,1,0.636,0.0243,0.091,0.397,102.657,220.333,0,0
193,0.57,0.783,0,-8.428,1,0.677,6.88e-05,0.258,0.939,77.872,238.947,0,0
194,0.231,0.458,3,-10.334,1,0.68,0.0,0.0931,0.0949,86.915,194.867,0,0
195,0.563,0.26,2,-5.857,1,0.52,0.0,0.146,0.617,145.561,226.227,0,0
196,0.541,0.691,5,-8.654,0,0.564,9.74e-06,0.151,0.409,94.808,328.053,0,0
197,0.706,0.544,2,-7.275,1,0.0273,0.0,0.087,0.477,115.935,177.583,1,0
198,0.746,0.908,1,-2.964,1,0.0631,0.0,0.301,0.78,139.938,193.835,0,0
199,0.531,0.419,2,-12.223,1,0.849,0.331,0.11,0.443,167.261,286.947,0,0
200,0.472,0.879,9,-8.999,1,0.00331,0.000168,0.853,0.623,134.721,271.208,0,0
201,0.438,0.358,0,-7.437,1,0.966,4.16e-06,0.328,0.402,124.154,214.126,0,0
202,0.37,0.485,9,-9.25,0,0.0294,0.146,0.201,0.146,118.138,347.93,0,0
203,0.37,0.485,9,-9.25,0,0.0294,0.146,0.201,0.146,118.138,347.93,0,0
204,0.37,0.485,9,-9.25,0,0.0294,0.146,0.201,0.146,118.138,347.93,0,0
205,0.37,0.485,9,-9.25,0,0.0294,0.146,0.201,0.146,118.138,347.93,0,0
206,0.83,0.692,9,-7.555,0,0.181,0.0,0.103,0.834,129.182,245.12,0,0
207,0.83,0.692,9,-7.555,0,0.181,0.0,0.103,0.834,129.182,245.12,0,0
208,0.83,0.692,9,-7.555,0,0.181,0.0,0.103,0.834,129.182,245.12,0,0
209,0.83,0.692,9,-7.555,0,0.181,0.0,0.103,0.834,129.182,245.12,0,0
210,0.711,0.493,5,-6.991,1,0.688,1.9e-05,0.0828,0.783,139.994,149.234,0,0
211,0.711,0.493,5,-6.991,1,0.688,1.9e-05,0.0828,0.783,139.994,149.234,0,0
212,0.711,0.493,5,-6.991,1,0.688,1.9e-05,0.0828,0.783,139.994,149.234,0,0
213,0.711,0.493,5,-6.991,1,0.688,1.9e-05,0.0828,0.783,139.994,149.234,0,0
214,0.422,0.394,0,-11.622,1,0.762,6.75e-05,0.0645,0.144,123.871,194.625,0,0
215,0.422,0.394,0,-11.622,1,0.762,6.75e-05,0.0645,0.144,123.871,194.625,0,0
216,0.422,0.394,0,-11.622,1,0.762,6.75e-05,0.0645,0.144,123.871,194.625,0,0
217,0.422,0.394,0,-11.622,1,0.762,6.75e-05,0.0645,0.144,123.871,194.625,0,0
218,0.437,0.817,2,-9.147,1,3.56e-05,0.627,0.403,0.0832,130.013,328.73,0,0
219,0.437,0.817,2,-9.147,1,3.56e-05,0.627,0.403,0.0832,130.013,328.73,0,0
220,0.437,0.817,2,-9.147,1,3.56e-05,0.627,0.403,0.0832,130.013,328.73,0,0
221,0.437,0.817,2,-9.147,1,3.56e-05,0.627,0.403,0.0832,130.013,328.73,0,0
222,0.398,0.633,2,-10.423,1,0.703,0.0,0.185,0.843,164.129,324.232,0,0
223,0.344,0.501,5,-8.239,0,0.819,0.00066,0.121,0.273,99.946,273.253,0,0
224,0.344,0.501,5,-8.239,0,0.819,0.00066,0.121,0.273,99.946,273.253,0,0
225,0.344,0.501,5,-8.239,0,0.819,0.00066,0.121,0.273,99.946,273.253,0,0
226,0.344,0.501,5,-8.239,0,0.819,0.00066,0.121,0.273,99.946,273.253,0,0
227,0.629,0.949,5,-2.754,1,0.203,0.0,0.45,0.96,170.035,149.499,0,0
228,0.629,0.949,5,-2.754,1,0.203,0.0,0.45,0.96,170.035,149.499,0,0
229,0.629,0.949,5,-2.754,1,0.203,0.0,0.45,0.96,170.035,149.499,0,0
230,0.629,0.949,5,-2.754,1,0.203,0.0,0.45,0.96,170.035,149.499,0,0
231,0.459,0.574,3,-4.857,1,0.608,0.0,0.0885,0.183,111.881,215.107,0,0
232,0.459,0.574,3,-4.857,1,0.608,0.0,0.0885,0.183,111.881,215.107,0,0
233,0.459,0.574,3,-4.857,1,0.608,0.0,0.0885,0.183,111.881,215.107,0,0
234,0.459,0.574,3,-4.857,1,0.608,0.0,0.0885,0.183,111.881,215.107,0,0
235,0.831,0.718,6,-6.692,1,0.147,0.0,0.289,0.669,96.329,255.853,0,0
236,0.831,0.718,6,-6.692,1,0.147,0.0,0.289,0.669,96.329,255.853,0,0
237,0.831,0.718,6,-6.692,1,0.147,0.0,0.289,0.669,96.329,255.853,0,0
238,0.831,0.718,6,-6.692,1,0.147,0.0,0.289,0.669,96.329,255.853,0,0
239,0.583,0.817,9,-6.419,0,0.137,0.0,0.327,0.684,120.975,191.12,0,0
240,0.844,0.879,11,-6.085,0,0.0292,0.234,0.069,0.833,118.003,328.68,1,0
241,0.537,0.493,0,-12.357,1,0.392,0.0,0.354,0.696,88.816,220.819,0,0
242,0.561,0.463,9,-12.947,1,0.416,0.0,0.0865,0.62,96.025,307.827,0,0
243,0.272,0.0517,4,-24.288,0,0.976,0.0503,0.196,0.386,109.999,194.867,0,0
244,0.272,0.0517,4,-24.288,0,0.976,0.0503,0.196,0.386,109.999,194.867,0,0
245,0.272,0.0517,4,-24.288,0,0.976,0.0503,0.196,0.386,109.999,194.867,0,0
246,0.272,0.0517,4,-24.288,0,0.976,0.0503,0.196,0.386,109.999,194.867,0,0
247,0.538,0.701,9,-9.471,1,0.103,5.39e-05,0.183,0.394,186.266,276.558,0,0
248,0.538,0.701,9,-9.471,1,0.103,5.39e-05,0.183,0.394,186.266,276.558,0,0
249,0.538,0.701,9,-9.471,1,0.103,5.39e-05,0.183,0.394,186.266,276.558,0,0
250,0.538,0.701,9,-9.471,1,0.103,5.39e-05,0.183,0.394,186.266,276.558,0,0
251,0.625,0.741,0,-6.818,0,0.00918,0.0,0.2,0.212,105.979,226.629,0,0
252,0.625,0.741,0,-6.818,0,0.00918,0.0,0.2,0.212,105.979,226.629,0,0
253,0.625,0.741,0,-6.818,0,0.00918,0.0,0.2,0.212,105.979,226.629,0,0
254,0.625,0.741,0,-6.818,0,0.00918,0.0,0.2,0.212,105.979,226.629,0,0
255,0.341,0.263,11,-10.027,0,0.43,0.0,0.284,0.477,152.938,231.227,0,0
256,0.341,0.263,11,-10.027,0,0.43,0.0,0.284,0.477,152.938,231.227,0,0
257,0.341,0.263,11,-10.027,0,0.43,0.0,0.284,0.477,152.938,231.227,0,0
258,0.341,0.263,11,-10.027,0,0.43,0.0,0.284,0.477,152.938,231.227,0,0
259,0.32,0.61,10,-7.229,1,0.0383,0.000695,0.237,0.143,99.003,240.0,0,0
260,0.32,0.61,10,-7.229,1,0.0383,0.000695,0.237,0.143,99.003,240.0,0,0
261,0.32,0.61,10,-7.229,1,0.0383,0.000695,0.237,0.143,99.003,240.0,0,0
262,0.32,0.61,10,-7.229,1,0.0383,0.000695,0.237,0.143,99.003,240.0,0,0
263,0.152,0.759,7,-3.292,1,0.0522,3.35e-05,0.973,0.265,85.058,311.309,0,0
264,0.152,0.759,7,-3.292,1,0.0522,3.35e-05,0.973,0.265,85.058,311.309,0,0
265,0.152,0.759,7,-3.292,1,0.0522,3.35e-05,0.973,0.265,85.058,311.309,0,0
266,0.152,0.759,7,-3.292,1,0.0522,3.35e-05,0.973,0.265,85.058,311.309,0,0
267,0.274,0.543,10,-9.689,1,0.593,0.0,0.711,0.733,184.783,136.652,0,0
268,0.274,0.543,10,-9.689,1,0.593,0.0,0.711,0.733,184.783,136.652,0,0
269,0.274,0.543,10,-9.689,1,0.593,0.0,0.711,0.733,184.783,136.652,0,0
270,0.274,0.543,10,-9.689,1,0.593,0.0,0.711,0.733,184.783,136.652,0,0
271,0.7,0.79,2,-9.019,1,0.52,0.000403,0.0916,0.667,119.963,276.187,0,0
272,0.7,0.79,2,-9.019,1,0.52,0.000403,0.0916,0.667,119.963,276.187,0,0
273,0.7,0.79,2,-9.019,1,0.52,0.000403,0.0916,0.667,119.963,276.187,0,0
274,0.7,0.79,2,-9.019,1,0.52,0.000403,0.0916,0.667,119.963,276.187,0,0
275,0.455,0.344,3,-12.462,0,0.955,5.44e-05,0.741,0.187,128.566,243.44,0,0
276,0.455,0.344,3,-12.462,0,0.955,5.44e-05,0.741,0.187,128.566,243.44,0,0
277,0.455,0.344,3,-12.462,0,0.955,5.44e-05,0.741,0.187,128.566,243.44,0,0
278,0.455,0.344,3,-12.462,0,0.955,5.44e-05,0.741,0.187,128.566,243.44,0,0
279,0.598,0.45,1,-16.695,1,0.00432,0.0378,0.337,0.819,100.13,219.73,0,0
280,0.598,0.45,1,-16.695,1,0.00432,0.0378,0.337,0.819,100.13,219.73,0,0
281,0.598,0.45,1,-16.695,1,0.00432,0.0378,0.337,0.819,100.13,219.73,0,0
282,0.598,0.45,1,-16.695,1,0.00432,0.0378,0.337,0.819,100.13,219.73,0,0
283,0.447,0.83,7,-8.807,0,0.114,2.34e-06,0.0762,0.798,191.39,250.053,0,0
284,0.447,0.83,7,-8.807,0,0.114,2.34e-06,0.0762,0.798,191.39,250.053,0,0
285,0.447,0.83,7,-8.807,0,0.114,2.34e-06,0.0762,0.798,191.39,250.053,0,0
286,0.447,0.83,7,-8.807,0,0.114,2.34e-06,0.0762,0.798,191.39,250.053,0,0
287,0.207,0.461,10,-11.182,1,0.519,0.0335,0.105,0.374,179.732,148.907,0,0
288,0.207,0.461,10,-11.182,1,0.519,0.0335,0.105,0.374,179.732,148.907,0,0
289,0.207,0.461,10,-11.182,1,0.519,0.0335,0.105,0.374,179.732,148.907,0,0
290,0.207,0.461,10,-11.182,1,0.519,0.0335,0.105,0.374,179.732,148.907,0,0
291,0.462,0.699,9,-6.308,1,0.651,1.52e-06,0.949,0.739,124.24,219.24,0,0
292,0.462,0.699,9,-6.308,1,0.651,1.52e-06,0.949,0.739,124.24,219.24,0,0
293,0.462,0.699,9,-6.308,1,0.651,1.52e-06,0.949,0.739,124.24,219.24,0,0
294,0.462,0.699,9,-6.308,1,0.651,1.52e-06,0.949,0.739,124.24,219.24,0,0
295,0.658,0.977,5,-3.117,0,0.00565,0.0,0.277,0.583,126.072,291.494,0,0
296,0.658,0.977,5,-3.117,0,0.00565,0.0,0.277,0.583,126.072,291.494,0,0
297,0.658,0.977,5,-3.117,0,0.00565,0.0,0.277,0.583,126.072,291.494,0,0
