,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,explicit
0,0.612,0.52,7,-6.192,1,0.0353,0.173,0.0,0.0989,0.361,122.307,190869,3,0,1983-01-01,False
1,0.643,0.802,9,-5.066,1,0.145,0.375,0.0,0.328,0.729,137.76,143733,4,0,1997-06-04,False
2,0.773,0.43,9,-12.956,1,0.0329,0.636,0.0243,0.091,0.397,102.657,220333,4,0,2009-01-01,False
3,0.57,0.783,0,-8.428,1,0.041,0.677,6.88e-05,0.258,0.939,77.872,238947,4,0,2018-12-18,False
4,0.231,0.458,3,-10.334,1,0.0377,0.68,0.0,0.0931,0.0949,86.915,194867,3,0,2014-03-07,False
5,0.563,0.26,2,-5.857,1,0.039,0.52,0.0,0.146,0.617,145.561,226227,4,0,2023-06-02,False
6,0.541,0.691,5,-8.654,0,0.0805,0.564,9.74e-06,0.151,0.409,94.808,328053,4,5,1994-01-01,False
7,0.706,0.544,2,-7.275,1,0.0306,0.0273,0.0,0.087,0.477,115.935,177583,4,1,2022-10-28,True
8,0.746,0.908,1,-2.964,1,0.239,0.0631,0.0,0.301,0.78,139.938,193835,4,0,2021-04-24,False
9,0.531,0.419,2,-12.223,1,0.0302,0.849,0.331,0.11,0.443,167.261,286947,3,2,2018-01-11,False
10,0.472,0.879,9,-8.999,1,0.0757,0.00331,0.000168,0.853,0.623,134.721,271208,4,0,2006-08-31,False
11,0.438,0.358,0,-7.437,1,0.0324,0.966,4.16e-06,0.328,0.402,124.154,214126,3,2,2012-01-03,False
12,0.37,0.485,9,-9.25,0,0.0345,0.0294,0.146,0.201,0.146,118.138,347930,4,5,2018-01-16,False
13,0.37,0.485,9,-9.25,0,0.0345,0.0294,0.146,0.201,0.146,118.138,347930,4,5,2018-01-16,False
14,0.37,0.485,9,-9.25,0,0.0345,0.0294,0.146,0.201,0.146,118.138,347930,4,5,2018-01-16,False
15,0.37,0.485,9,-9.25,0,0.0345,0.0294,0.146,0.201,0.146,118.138,347930,4,5,2018-01-16,False
16,0.83,0.692,9,-7.555,0,0.0297,0.181,0.0,0.103,0.834,129.182,245120,4,3,2002-06-24,False
17,0.83,0.692,9,-7.555,0,0.0297,0.181,0.0,0.103,0.834,129.182,245120,4,3,2002-06-24,False
18,0.83,0.692,9,-7.555,0,0.0297,0.181,0.0,0.103,0.834,129.182,245120,4,3,2002-06-24,False
19,0.83,0.692,9,-7.555,0,0.0297,0.181,0.0,0.103,0.834,129.182,245120,4,3,2002-06-24,False
20,0.711,0.493,5,-6.991,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,149234,4,57,2022-08-05,False
21,0.711,0.493,5,-6.991,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,149234,4,57,2022-08-05,False
22,0.711,0.493,5,-6.991,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,149234,4,57,2022-08-05,False
23,0.711,0.493,5,-6.991,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,149234,4,57,2022-08-05,False
24,0.422,0.394,0,-11.622,1,0.0702,0.762,6.75e-05,0.0645,0.144,123.871,194625,4,26,2021-04-27,False
25,0.422,0.394,0,-11.622,1,0.0702,0.762,6.75e-05,0.0645,0.144,123.871,194625,4,26,2021-04-27,False
26,0.422,0.394,0,-11.622,1,0.0702,0.762,6.75e-05,0.0645,0.144,123.871,194625,4,26,2021-04-27,False
27,0.422,0.394,0,-11.622,1,0.0702,0.762,6.75e-05,0.0645,0.144,123.871,194625,4,26,2021-04-27,False
28,0.437,0.817,2,-9.147,1,0.0358,3.56e-05,0.627,0.403,0.0832,130.013,328730,4,5,2020-07-10,False
29,0.437,0.817,2,-9.147,1,0.0358,3.56e-05,0.627,0.403,0.0832,130.013,328730,4,5,2020-07-10,False
30,0.437,0.817,2,-9.147,1,0.0358,3.56e-05,0.627,0.403,0.0832,130.013,328730,4,5,2020-07-10,False
31,0.437,0.817,2,-9.147,1,0.0358,3.56e-05,0.627,0.403,0.0832,130.013,328730,4,5,2020-07-10,False
32,0.398,0.633,2,-10.423,1,0.0456,0.703,0.0,0.185,0.843,164.129,324232,3,0,2013-05-21,False
33,0.344,0.501,5,-8.239,0,0.036,0.819,0.00066,0.121,0.273,99.946,273253,4,4,2001-06-02,False
34,0.344,0.501,5,-8.239,0,0.036,0.819,0.00066,0.121,0.273,99.946,273253,4,4,2001-06-02,False
35,0.344,0.501,5,-8.239,0,0.036,0.819,0.00066,0.121,0.273,99.946,273253,4,4,2001-06-02,False
36,0.344,0.501,5,-8.239,0,0.036,0.819,0.00066,0.121,0.273,99.946,273253,4,4,2001-06-02,False
37,0.629,0.949,5,-2.754,1,0.0464,0.203,0.0,0.45,0.96,170.035,149499,4,21,2020-09-10,False
38,0.629,0.949,5,-2.754,1,0.0464,0.203,0.0,0.45,0.96,170.035,149499,4,21,2020-09-10,False
39,0.629,0.949,5,-2.754,1,0.0464,0.203,0.0,0.45,0.96,170.035,149499,4,21,2020-09-10,False
40,0.629,0.949,5,-2.754,1,0.0464,0.203,0.0,0.45,0.96,170.035,149499,4,21,2020-09-10,False
41,0.459,0.574,3,-4.857,1,0.0577,0.608,0.0,0.0885,0.183,111.881,215107,4,5,2023-08-03,False
42,0.459,0.574,3,-4.857,1,0.0577,0.608,0.0,0.0885,0.183,111.881,215107,4,5,2023-08-03,False
43,0.459,0.574,3,-4.857,1,0.0577,0.608,0.0,0.0885,0.183,111.881,215107,4,5,2023-08-03,False
44,0.459,0.574,3,-4.857,1,0.0577,0.608,0.0,0.0885,0.183,111.881,215107,4,5,2023-08-03,False
45,0.831,0.718,6,-6.692,1,0.266,0.147,0.0,0.289,0.669,96.329,255853,4,4,2005-07-04,False
46,0.831,0.718,6,-6.692,1,0.266,0.147,0.0,0.289,0.669,96.329,255853,4,4,2005-07-04,False
47,0.831,0.718,6,-6.692,1,0.266,0.147,0.0,0.289,0.669,96.329,255853,4,4,2005-07-04,False
48,0.831,0.718,6,-6.692,1,0.266,0.147,0.0,0.289,0.669,96.329,255853,4,4,2005-07-04,False
49,0.583,0.817,9,-6.419,0,0.0353,0.137,0.0,0.327,0.684,120.975,191120,4,0,2018-07-10,False
50,0.844,0.879,11,-6.085,0,0.129,0.0292,0.234,0.069,0.833,118.003,328680,4,0,2014-05-28,True
51,0.537,0.493,0,-12.357,1,0.0272,0.392,0.0,0.354,0.696,88.816,220819,4,0,1995-10-07,False
52,0.561,0.463,9,-12.947,1,0.0412,0.416,0.0,0.0865,0.62,96.025,307827,4,0,1990-06-25,False
53,0.272,0.0517,4,-24.288,0,0.0437,0.976,0.0503,0.196,0.386,109.999,194867,4,0,1997-01-01,False
54,0.272,0.0517,4,-24.288,0,0.0437,0.976,0.0503,0.196,0.386,109.999,194867,4,0,1997-01-01,False
55,0.272,0.0517,4,-24.288,0,0.0437,0.976,0.0503,0.196,0.386,109.999,194867,4,0,1997-01-01,False
56,0.272,0.0517,4,-24.288,0,0.0437,0.976,0.0503,0.196,0.386,109.999,194867,4,0,1997-01-01,False
57,0.538,0.701,9,-9.471,1,0.0412,0.103,5.39e-05,0.183,0.394,186.266,276558,4,1,2005-12-22,False
58,0.538,0.701,9,-9.471,1,0.0412,0.103,5.39e-05,0.183,0.394,186.266,276558,4,1,2005-12-22,False
59,0.538,0.701,9,-9.471,1,0.0412,0.103,5.39e-05,0.183,0.394,186.266,276558,4,1,2005-12-22,False
60,0.538,0.701,9,-9.471,1,0.0412,0.103,5.39e-05,0.183,0.394,186.266,276558,4,1,2005-12-22,False
61,0.625,0.741,0,-6.818,0,0.0489,0.00918,0.0,0.2,0.212,105.979,226629,4,0,2022-02-24,False
62,0.625,0.741,0,-6.818,0,0.0489,0.00918,0.0,0.2,0.212,105.979,226629,4,0,2022-02-24,False
63,0.625,0.741,0,-6.818,0,0.0489,0.00918,0.0,0.2,0.212,105.979,226629,4,0,2022-02-24,False
64,0.625,0.741,0,-6.818,0,0.0489,0.00918,0.0,0.2,0.212,105.979,226629,4,0,2022-02-24,False
65,0.341,0.263,11,-10.027,0,0.0285,0.43,0.0,0.284,0.477,152.938,231227,3,4,2007-05-31,False
66,0.341,0.263,11,-10.027,0,0.0285,0.43,0.0,0.284,0.477,152.938,231227,3,4,2007-05-31,False
67,0.341,0.263,11,-10.027,0,0.0285,0.43,0.0,0.284,0.477,152.938,231227,3,4,2007-05-31,False
68,0.341,0.263,11,-10.027,0,0.0285,0.43,0.0,0.284,0.477,152.938,231227,3,4,2007-05-31,False
69,0.32,0.61,10,-7.229,1,0.0324,0.0383,0.000695,0.237,0.143,99.003,240000,3,44,2015-10-23,False
70,0.32,0.61,10,-7.229,1,0.0324,0.0383,0.000695,0.237,0.143,99.003,240000,3,44,2015-10-23,False
71,0.32,0.61,10,-7.229,1,0.0324,0.0383,0.000695,0.237,0.143,99.003,240000,3,44,2015-10-23,False
72,0.32,0.61,10,-7.229,1,0.0324,0.0383,0.000695,0.237,0.143,99.003,240000,3,44,2015-10-23,False
73,0.152,0.759,7,-3.292,1,0.0431,0.0522,3.35e-05,0.973,0.265,85.058,311309,4,0,2009-04-08,False
74,0.152,0.759,7,-3.292,1,0.0431,0.0522,3.35e-05,0.973,0.265,85.058,311309,4,0,2009-04-08,False
75,0.152,0.759,7,-3.292,1,0.0431,0.0522,3.35e-05,0.973,0.265,85.058,311309,4,0,2009-04-08,False
76,0.152,0.759,7,-3.292,1,0.0431,0.0522,3.35e-05,0.973,0.265,85.058,311309,4,0,2009-04-08,False
77,0.274,0.543,10,-9.689,1,0.0344,0.593,0.0,0.711,0.733,184.783,136652,3,0,1975-05-28,False
78,0.274,0.543,10,-9.689,1,0.0344,0.593,0.0,0.711,0.733,184.783,136652,3,0,1975-05-28,False
79,0.274,0.543,10,-9.689,1,0.0344,0.593,0.0,0.711,0.733,184.783,136652,3,0,1975-05-28,False
80,0.274,0.543,10,-9.689,1,0.0344,0.593,0.0,0.711,0.733,184.783,136652,3,0,1975-05-28,False
81,0.7,0.79,2,-9.019,1,0.0562,0.52,0.000403,0.0916,0.667,119.963,276187,4,0,2003-03-03,False
82,0.7,0.79,2,-9.019,1,0.0562,0.52,0.000403,0.0916,0.667,119.963,276187,4,0,2003-03-03,False
83,0.7,0.79,2,-9.019,1,0.0562,0.52,0.000403,0.0916,0.667,119.963,276187,4,0,2003-03-03,False
84,0.7,0.79,2,-9.019,1,0.0562,0.52,0.000403,0.0916,0.667,119.963,276187,4,0,2003-03-03,False
85,0.455,0.344,3,-12.462,0,0.0846,0.955,5.44e-05,0.741,0.187,128.566,243440,4,0,2009-11-09,False
86,0.455,0.344,3,-12.462,0,0.0846,0.955,5.44e-05,0.741,0.187,128.566,243440,4,0,2009-11-09,False
87,0.455,0.344,3,-12.462,0,0.0846,0.955,5.44e-05,0.741,0.187,128.566,243440,4,0,2009-11-09,False
88,0.455,0.344,3,-12.462,0,0.0846,0.955,5.44e-05,0.741,0.187,128.566,243440,4,0,2009-11-09,False
89,0.598,0.45,1,-16.695,1,0.0352,0.00432,0.0378,0.337,0.819,100.13,219730,4,0,1993-04-16,False
90,0.598,0.45,1,-16.695,1,0.0352,0.00432,0.0378,0.337,0.819,100.13,219730,4,0,1993-04-16,False
91,0.598,0.45,1,-16.695,1,0.0352,0.00432,0.0378,0.337,0.819,100.13,219730,4,0,1993-04-16,False
92,0.598,0.45,1,-16.695,1,0.0352,0.00432,0.0378,0.337,0.819,100.13,219730,4,0,1993-04-16,False
93,0.447,0.83,7,-8.807,0,0.0467,0.114,2.34e-06,0.0762,0.798,191.39,250053,3,10,2005-05-27,False
94,0.447,0.83,7,-8.807,0,0.0467,0.114,2.34e-06,0.0762,0.798,191.39,250053,3,10,2005-05-27,False
95,0.447,0.83,7,-8.807,0,0.0467,0.114,2.34e-06,0.0762,0.798,191.39,250053,3,10,2005-05-27,False
96,0.447,0.83,7,-8.807,0,0.0467,0.114,2.34e-06,0.0762,0.798,191.39,250053,3,10,2005-05-27,False
97,0.207,0.461,10,-11.182,1,0.0466,0.519,0.0335,0.105,0.374,179.732,148907,1,2,2013-06-14,False
98,0.207,0.461,10,-11.182,1,0.0466,0.519,0.0335,0.105,0.374,179.732,148907,1,2,2013-06-14,False
99,0.207,0.461,10,-11.182,1,0.0466,0.519,0.0335,0.105,0.374,179.732,148907,1,2,2013-06-14,False
100,0.207,0.461,10,-11.182,1,0.0466,0.519,0.0335,0.105,0.374,179.732,148907,1,2,2013-06-14,False
101,0.462,0.699,9,-6.308,1,0.0572,0.651,1.52e-06,0.949,0.739,124.24,219240,4,5,2017-06-28,False
102,0.462,0.699,9,-6.308,1,0.0572,0.651,1.52e-06,0.949,0.739,124.24,219240,4,5,2017-06-28,False
103,0.462,0.699,9,-6.308,1,0.0572,0.651,1.52e-06,0.949,0.739,124.24,219240,4,5,2017-06-28,False
104,0.462,0.699,9,-6.308,1,0.0572,0.651,1.52e-06,0.949,0.739,124.24,219240,4,5,2017-06-28,False
105,0.658,0.977,5,-3.117,0,0.061,0.00565,0.0,0.277,0.583,126.072,291494,4,23,2013,False
106,0.658,0.977,5,-3.117,0,0.061,0.00565,0.0,0.277,0.583,126.072,291494,4,23,2013,False
107,0.658,0.977,5,-3.117,0,0.061,0.00565,0.0,0.277,0.583,126.072,291494,4,23,2013,False
108,0.658,0.977,5,-3.117,0,0.061,0.00565,0.0,0.277,0.583,126.072,291494,4,23,2013,False
109,0.67,0.892,7,-1.868,1,0.0489,0.0583,0.0,0.191,0.775,90.052,184555,4,3,2016-11-12,False
110,0.67,0.892,7,-1.868,1,0.0489,0.0583,0.0,0.191,0.775,90.052,184555,4,3,2016-11-12,False
111,0.67,0.892,7,-1.868,1,0.0489,0.0583,0.0,0.191,0.775,90.052,184555,4,3,2016-11-12,False
112,0.67,0.892,7,-1.868,1,0.0489,0.0583,0.0,0.191,0.775,90.052,184555,4,3,2016-11-12,False
113,0.799,0.97,9,-1.416,0,0.14,0.0831,0.0,0.15,0.892,95.987,202000,4,30,2017-04-20,False
114,0.799,0.97,9,-1.416,0,0.14,0.0831,0.0,0.15,0.892,95.987,202000,4,30,2017-04-20,False
115,0.799,0.97,9,-1.416,0,0.14,0.0831,0.0,0.15,0.892,95.987,202000,4,30,2017-04-20,False
116,0.799,0.97,9,-1.416,0,0.14,0.0831,0.0,0.15,0.892,95.987,202000,4,30,2017-04-20,False
117,0.658,0.881,0,-3.607,0,0.0604,0.00107,0.0,0.129,0.965,144.995,172293,4,2,2011-01-01,False
118,0.658,0.881,0,-3.607,0,0.0604,0.00107,0.0,0.129,0.965,144.995,172293,4,2,2011-01-01,False
119,0.658,0.881,0,-3.607,0,0.0604,0.00107,0.0,0.129,0.965,144.995,172293,4,2,2011-01-01,False
120,0.658,0.881,0,-3.607,0,0.0604,0.00107,0.0,0.129,0.965,144.995,172293,4,2,2011-01-01,False
121,0.586,0.417,7,-10.953,1,0.0282,0.772,0.00517,0.0798,0.398,115.864,221627,4,36,2013-06-17,False
122,0.586,0.417,7,-10.953,1,0.0282,0.772,0.00517,0.0798,0.398,115.864,221627,4,36,2013-06-17,False
123,0.586,0.417,7,-10.953,1,0.0282,0.772,0.00517,0.0798,0.398,115.864,221627,4,36,2013-06-17,False
124,0.586,0.417,7,-10.953,1,0.0282,0.772,0.00517,0.0798,0.398,115.864,221627,4,36,2013-06-17,False
125,0.459,0.602,9,-7.315,1,0.0297,0.0863,1.27e-05,0.145,0.159,145.343,254013,4,24,2014-01-21,False
126,0.459,0.602,9,-7.315,1,0.0297,0.0863,1.27e-05,0.145,0.159,145.343,254013,4,24,2014-01-21,False
127,0.459,0.602,9,-7.315,1,0.0297,0.0863,1.27e-05,0.145,0.159,145.343,254013,4,24,2014-01-21,False
128,0.459,0.602,9,-7.315,1,0.0297,0.0863,1.27e-05,0.145,0.159,145.343,254013,4,24,2014-01-21,False
129,0.561,0.853,9,-3.452,0,0.0303,0.00307,0.000147,0.416,0.393,93.983,233258,4,12,2017-05-26,False
130,0.561,0.853,9,-3.452,0,0.0303,0.00307,0.000147,0.416,0.393,93.983,233258,4,12,2017-05-26,False
131,0.561,0.853,9,-3.452,0,0.0303,0.00307,0.000147,0.416,0.393,93.983,233258,4,12,2017-05-26,False
132,0.561,0.853,9,-3.452,0,0.0303,0.00307,0.000147,0.416,0.393,93.983,233258,4,12,2017-05-26,False
133,0.487,0.816,0,-7.916,1,0.0295,0.0418,0.788,0.13,0.523,102.096,328932,4,1,2022-09-30,False
134,0.487,0.816,0,-7.916,1,0.0295,0.0418,0.788,0.13,0.523,102.096,328932,4,1,2022-09-30,False
135,0.487,0.816,0,-7.916,1,0.0295,0.0418,0.788,0.13,0.523,102.096,328932,4,1,2022-09-30,False
136,0.487,0.816,0,-7.916,1,0.0295,0.0418,0.788,0.13,0.523,102.096,328932,4,1,2022-09-30,False
137,0.674,0.55,11,-9.682,0,0.0474,0.000642,0.906,0.108,0.0549,127.994,426563,4,0,2017-10-29,False
138,0.53,0.637,7,-7.777,0,0.0928,0.513,0.0,0.398,0.919,126.276,275227,4,0,2006-04-30,False
139,0.819,0.236,7,-16.775,0,0.0899,0.757,0.00372,0.0644,0.541,118.591,149067,4,0,2002,False
140,0.687,0.443,5,-6.457,0,0.0341,0.637,0.0,0.275,0.702,96.017,207000,4,0,2023-09-01,False
141,0.311,0.664,9,-8.179,1,0.0377,0.189,7.34e-06,0.129,0.356,146.292,157613,4,0,2024-05-24,False
142,0.443,0.882,7,-7.718,1,0.0914,0.00326,0.0,0.371,0.486,94.861,272695,4,3,2020-03-21,False
143,0.62,0.789,1,-6.765,1,0.109,0.298,5.11e-06,0.176,0.431,89.994,269500,4,8,2016-12-05,False
144,0.66,0.738,11,-5.737,0,0.0285,0.0559,0.0682,0.123,0.141,100.008,268613,4,2,2012-07-23,False
145,0.313,0.57,6,-8.447,1,0.0326,0.0341,1.66e-05,0.132,0.427,144.973,406040,3,36,1994-01-01,False
146,0.761,0.646,11,-12.886,1,0.101,0.445,0.00124,0.0929,0.457,83.977,177143,4,13,2020-12-01,False
147,0.639,0.842,3,-4.25,0,0.0932,0.135,0.00013,0.0984,0.355,98.023,253640,4,9,2007-05-15,False
148,0.639,0.905,8,-8.348,0,0.0368,0.0154,0.0914,0.342,0.813,135.006,244187,4,11,2002-01-01,False
149,0.478,0.854,7,-5.454,1,0.0289,0.02,1.12e-06,0.115,0.274,91.856,274160,4,22,2019-08-30,False
150,0.478,0.854,7,-5.454,1,0.0289,0.02,1.12e-06,0.115,0.274,91.856,274160,4,22,2019-08-30,False
151,0.478,0.854,7,-5.454,1,0.0289,0.02,1.12e-06,0.115,0.274,91.856,274160,4,22,2019-08-30,False
152,0.478,0.854,7,-5.454,1,0.0289,0.02,1.12e-06,0.115,0.274,91.856,274160,4,22,2019-08-30,False
153,0.466,0.309,0,-10.153,1,0.039,0.813,0.0012,0.0863,0.175,93.062,252050,4,8,2015,False
154,0.466,0.309,0,-10.153,1,0.039,0.813,0.0012,0.0863,0.175,93.062,252050,4,8,2015,False
155,0.466,0.309,0,-10.153,1,0.039,0.813,0.0012,0.0863,0.175,93.062,252050,4,8,2015,False
156,0.466,0.309,0,-10.153,1,0.039,0.813,0.0012,0.0863,0.175,93.062,252050,4,8,2015,False
157,0.323,0.188,5,-17.997,1,0.0692,0.955,0.000176,0.713,0.263,85.249,193947,4,9,2013-06-21,False
158,0.323,0.188,5,-17.997,1,0.0692,0.955,0.000176,0.713,0.263,85.249,193947,4,9,2013-06-21,False
159,0.323,0.188,5,-17.997,1,0.0692,0.955,0.000176,0.713,0.263,85.249,193947,4,9,2013-06-21,False
160,0.323,0.188,5,-17.997,1,0.0692,0.955,0.000176,0.713,0.263,85.249,193947,4,9,2013-06-21,False
161,0.602,0.587,1,-6.649,1,0.0351,0.778,0.0,0.0801,0.488,151.92,487357,4,0,2021-09-07,False
162,0.55,0.82,8,-8.291,1,0.0823,0.0231,0.0015,0.0543,0.672,186.118,325225,4,0,2012-03-25,False
163,0.478,0.539,2,-9.307,0,0.0718,0.927,0.000128,0.0735,0.701,135.363,198480,4,0,1981-12-01,False
164,0.478,0.539,2,-9.307,0,0.0718,0.927,0.000128,0.0735,0.701,135.363,198480,4,0,1981-12-01,False
165,0.478,0.539,2,-9.307,0,0.0718,0.927,0.000128,0.0735,0.701,135.363,198480,4,0,1981-12-01,False
166,0.478,0.539,2,-9.307,0,0.0718,0.927,0.000128,0.0735,0.701,135.363,198480,4,0,1981-12-01,False
167,0.465,0.507,9,-7.948,1,0.0296,0.796,2.73e-06,0.145,0.294,101.596,216267,4,0,1982,False
168,0.465,0.507,9,-7.948,1,0.0296,0.796,2.73e-06,0.145,0.294,101.596,216267,4,0,1982,False
169,0.465,0.507,9,-7.948,1,0.0296,0.796,2.73e-06,0.145,0.294,101.596,216267,4,0,1982,False
170,0.465,0.507,9,-7.948,1,0.0296,0.796,2.73e-06,0.145,0.294,101.596,216267,4,0,1982,False
171,0.412,0.752,8,-1.521,1,0.0332,0.606,0.000124,0.671,0.402,114.49,597898,3,1,2020-06-10,False
172,0.734,0.559,9,-9.141,1,0.0246,0.322,0.0,0.0968,0.648,99.994,167969,3,0,2024-04-05,False
173,0.374,0.223,8,-13.699,1,0.0588,0.984,5.54e-06,0.94,0.565,91.102,201590,3,0,2013-12-01,False
174,0.526,0.403,0,-12.795,0,0.722,0.983,0.0,0.276,0.615,86.745,295333,3,1,2007,False
175,0.41,0.649,11,-7.903,0,0.0285,0.284,5.08e-06,0.574,0.475,144.074,328898,4,0,2011-11-08,False
176,0.583,0.608,4,-8.68,0,0.034,0.491,0.495,0.234,0.918,105.403,221507,4,0,2020-09-04,False
177,0.767,0.672,9,-4.463,0,0.0372,0.558,0.0,0.128,0.735,130.786,286533,3,9,2007,False
178,0.404,0.0995,0,-14.59,0,0.041,0.991,0.000131,0.129,0.224,103.646,374439,3,5,1976-01-01,False
179,0.476,0.361,11,-9.312,1,0.0287,0.518,0.0,0.0817,0.389,106.484,190853,4,4,2013,False
180,0.639,0.398,0,-10.991,1,0.0323,0.806,0.00838,0.108,0.34,89.957,205139,4,35,2021-03-26,False
181,0.537,0.721,4,-7.361,0,0.0483,0.0532,2.92e-05,0.325,0.836,126.913,191933,4,20,1980,False
182,0.668,0.293,9,-15.781,1,0.0299,0.0541,0.0015,0.0878,0.543,78.02,218427,4,2,2019-04-29,False
183,0.587,0.857,0,-3.434,1,0.153,0.468,0.0,0.131,0.873,199.954,268294,1,1,2020-05-05,False
184,0.532,0.313,2,-9.212,1,0.125,0.98,0.0464,0.0898,0.34,140.837,59907,4,0,2005-11-14,False
185,0.532,0.763,0,-8.565,1,0.104,0.258,0.0,0.0936,0.729,116.737,177660,4,0,2008-01-08,False
186,0.556,0.764,4,-8.165,0,0.0395,0.617,2.33e-05,0.0979,0.911,124.551,223890,4,0,2016-11-11,False
187,0.566,0.447,0,-8.699,1,0.0453,0.748,0.698,0.0886,0.913,178.581,184295,3,0,2016-07-08,False
188,0.654,0.517,1,-4.314,0,0.0255,0.639,0.0,0.284,0.685,132.082,227080,4,0,2007-07-24,False
189,0.66,0.579,3,-11.722,0,0.045,0.193,6.83e-05,0.0965,0.962,92.113,415922,4,0,2019-07-10,False
190,0.382,0.34,5,-8.208,1,0.0318,0.755,0.0,0.14,0.312,118.029,223373,1,0,2022-09-30,False
191,0.702,0.689,6,-11.171,1,0.0444,0.736,5.02e-05,0.305,0.964,102.938,194027,4,4,1980,False
192,0.513,0.573,9,-4.721,0,0.0348,0.783,0.0,0.17,0.893,87.901,135800,4,5,2015-11-12,False
193,0.626,0.572,7,-8.375,1,0.257,0.0647,0.0,0.246,0.64,137.018,34250,5,0,2023-03-23,False
194,0.487,0.232,5,-12.657,0,0.034,0.824,9.79e-06,0.117,0.351,115.267,174733,4,0,1995,False
195,0.432,0.751,2,-7.33,1,0.0369,0.0173,0.0741,0.111,0.746,129.859,244733,4,0,1994-10-11,False
196,0.354,0.604,0,-9.561,1,0.0632,0.0724,4.63e-06,0.253,0.599,168.889,184845,3,0,1991-06-14,False
197,0.743,0.625,8,-5.296,1,0.059,0.296,0.0,0.148,0.31,114.897,240689,4,0,2022-09-30,False
198,0.516,0.362,1,-11.36,0,0.0284,0.719,0.000229,0.0861,0.318,92.026,173133,4,0,2014-06-06,False
199,0.656,0.814,9,-5.478,0,0.0313,0.271,0.000123,0.262,0.302,105.025,208280,4,0,2007-02-12,False
200,0.419,0.918,9,-2.328,1,0.0407,0.00335,0.938,0.0975,0.412,94.995,76309,4,2,2018-03-04,False
201,0.517,0.897,7,-3.392,1,0.0417,0.0251,0.236,0.118,0.294,97.957,214653,4,2,2020-04-22,False
202,0.692,0.82,4,-4.031,0,0.0537,0.292,0.000451,0.248,0.445,147.964,285547,4,26,2013-08-29,False
203,0.596,0.198,0,-13.303,1,0.037,0.731,0.0025,0.113,0.306,103.118,192096,3,2,2016-08-26,False
204,0.593,0.531,2,-10.589,0,0.0288,0.42,1.19e-05,0.141,0.469,120.536,329640,4,11,2004-07-23,False
205,0.638,0.95,7,-5.8,1,0.143,0.00203,9.37e-05,0.0794,0.0968,127.957,270000,4,5,2013-07-23,False
206,0.631,0.377,7,-11.88,1,0.0236,0.653,0.000246,0.0811,0.383,88.488,280333,4,2,1984-08-02,False
207,0.598,0.514,2,-8.728,1,0.0275,0.177,0.0145,0.14,0.703,123.389,328680,4,1,1988-06-25,False
208,0.745,0.973,7,0.214,1,0.0333,0.659,2.82e-06,0.754,0.892,117.976,326845,4,0,2022-03-27,False
209,0.755,0.879,0,-5.389,1,0.0561,0.0272,2.3e-05,0.124,0.678,96.597,278533,4,3,2017-07-12,False
210,0.71,0.81,9,-13.507,0,0.0458,0.053,0.000721,0.0875,0.503,120.364,47856,4,1,2023-10-06,False
211,0.568,0.319,2,-14.623,1,0.0454,0.502,2.25e-06,0.441,0.582,183.512,82707,4,5,2016,False
212,0.627,0.741,5,-7.245,1,0.0302,0.0592,0.0315,0.103,0.529,99.998,304080,4,1,2015-10-01,False
213,0.45,0.432,0,-8.008,1,0.0539,0.743,0.0,0.0799,0.706,203.847,229107,4,0,2023-12-06,False
214,0.791,0.939,7,-6.633,1,0.0749,0.21,0.0,0.326,0.739,114.986,553613,4,0,2020-09-03,False
215,0.301,0.288,8,-8.223,1,0.0384,0.967,0.0,0.227,0.487,164.774,135307,3,30,1956-11-26,False
216,0.506,0.208,11,-15.547,0,0.0376,0.894,0.016,0.14,0.227,72.8,310467,4,4,2022-07-20,False
217,0.445,0.23,2,-13.849,1,0.0309,0.95,3.29e-06,0.983,0.317,78.593,367200,4,9,1989,False
218,0.721,0.848,1,-3.991,1,0.0483,0.0824,0.0,0.219,0.926,120.014,198507,4,1,2023-12-01,False
219,0.731,0.302,6,-11.384,0,0.0596,0.751,0.000617,0.107,0.314,117.609,150805,4,2,1999-07-23,False
220,0.664,0.376,7,-10.536,1,0.0307,0.137,1.93e-06,0.11,0.25,117.988,273680,4,21,2004-01-24,False
221,0.66,0.829,4,-7.395,0,0.0556,0.0897,0.348,0.102,0.879,155.136,129581,4,17,2022-10-07,False
222,0.571,0.558,1,-7.021,1,0.0261,0.176,0.0,0.126,0.441,139.511,200227,4,0,1985-04-01,False
223,0.693,0.405,2,-9.128,1,0.405,0.168,0.0,0.0978,0.89,128.313,300382,4,1,2018-06-04,False
224,0.536,0.538,0,-8.536,0,0.06,0.733,0.0,0.0979,0.438,90.083,275017,4,0,2015-07-15,False
225,0.556,0.656,0,-8.934,1,0.0324,0.103,0.000152,0.283,0.599,125.921,207720,4,0,2011-11-11,False
226,0.574,0.991,10,-1.326,0,0.435,0.0756,0.0,0.0863,0.656,155.974,270315,4,0,2016-10-10,False
