,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,explicit
507,0.385,0.148,7,-10.907,1,0.0363,0.967,8.72e-06,0.138,0.216,119.414,248267,4,6,2018-10-11,False
508,0.385,0.148,7,-10.907,1,0.0363,0.967,8.72e-06,0.138,0.216,119.414,248267,4,6,2018-10-11,False
509,0.548,0.386,6,-11.08,0,0.282,0.613,0.0,0.395,0.785,143.163,34539,3,7,2015-08-25,True
510,0.548,0.386,6,-11.08,0,0.282,0.613,0.0,0.395,0.785,143.163,34539,3,7,2015-08-25,True
511,0.548,0.386,6,-11.08,0,0.282,0.613,0.0,0.395,0.785,143.163,34539,3,7,2015-08-25,True
512,0.548,0.386,6,-11.08,0,0.282,0.613,0.0,0.395,0.785,143.163,34539,3,7,2015-08-25,True
513,0.505,0.339,1,-7.507,1,0.0341,0.743,0.0,0.201,0.415,153.675,210209,4,69,2023-05-03,False
514,0.505,0.339,1,-7.507,1,0.0341,0.743,0.0,0.201,0.415,153.675,210209,4,69,2023-05-03,False
515,0.505,0.339,1,-7.507,1,0.0341,0.743,0.0,0.201,0.415,153.675,210209,4,69,2023-05-03,False
516,0.505,0.339,1,-7.507,1,0.0341,0.743,0.0,0.201,0.415,153.675,210209,4,69,2023-05-03,False
517,0.675,0.403,9,-9.457,0,0.0314,0.042,0.00109,0.566,0.331,83.968,183565,4,3,2020-01-10,False
518,0.675,0.403,9,-9.457,0,0.0314,0.042,0.00109,0.566,0.331,83.968,183565,4,3,2020-01-10,False
519,0.675,0.403,9,-9.457,0,0.0314,0.042,0.00109,0.566,0.331,83.968,183565,4,3,2020-01-10,False
520,0.675,0.403,9,-9.457,0,0.0314,0.042,0.00109,0.566,0.331,83.968,183565,4,3,2020-01-10,False
521,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
522,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
523,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
524,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
525,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
526,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
527,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
528,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
529,0.906,0.625,4,-6.719,0,0.27,0.142,0.0,0.115,0.539,110.061,185496,4,0,2021-06-21,True
530,0.615,0.854,8,-5.717,1,0.0804,0.000194,0.0,0.87,0.497,131.023,255893,4,0,2013-03-13,False
531,0.615,0.854,8,-5.717,1,0.0804,0.000194,0.0,0.87,0.497,131.023,255893,4,0,2013-03-13,False
532,0.615,0.854,8,-5.717,1,0.0804,0.000194,0.0,0.87,0.497,131.023,255893,4,0,2013-03-13,False
533,0.615,0.854,8,-5.717,1,0.0804,0.000194,0.0,0.87,0.497,131.023,255893,4,0,2013-03-13,False
534,0.602,0.484,6,-6.893,0,0.0298,0.453,0.0,0.396,0.34,124.734,244800,4,9,2023-10-13,False
535,0.602,0.484,6,-6.893,0,0.0298,0.453,0.0,0.396,0.34,124.734,244800,4,9,2023-10-13,False
536,0.602,0.484,6,-6.893,0,0.0298,0.453,0.0,0.396,0.34,124.734,244800,4,9,2023-10-13,False
537,0.602,0.484,6,-6.893,0,0.0298,0.453,0.0,0.396,0.34,124.734,244800,4,9,2023-10-13,False
538,0.719,0.641,0,-9.68,1,0.0594,0.747,0.0,0.578,0.952,88.153,192387,4,5,1995-09-28,False
539,0.719,0.641,0,-9.68,1,0.0594,0.747,0.0,0.578,0.952,88.153,192387,4,5,1995-09-28,False
540,0.719,0.641,0,-9.68,1,0.0594,0.747,0.0,0.578,0.952,88.153,192387,4,5,1995-09-28,False
541,0.719,0.641,0,-9.68,1,0.0594,0.747,0.0,0.578,0.952,88.153,192387,4,5,1995-09-28,False
542,0.565,0.812,5,-6.763,0,0.0377,0.617,0.0,0.0955,0.596,105.077,252958,4,43,2002-02-20,False
543,0.565,0.812,5,-6.763,0,0.0377,0.617,0.0,0.0955,0.596,105.077,252958,4,43,2002-02-20,False
544,0.565,0.812,5,-6.763,0,0.0377,0.617,0.0,0.0955,0.596,105.077,252958,4,43,2002-02-20,False
545,0.565,0.812,5,-6.763,0,0.0377,0.617,0.0,0.0955,0.596,105.077,252958,4,43,2002-02-20,False
546,0.677,0.251,7,-16.772,0,0.0302,0.25,0.0176,0.137,0.4,82.026,233813,4,21,2005-04-12,False
547,0.677,0.251,7,-16.772,0,0.0302,0.25,0.0176,0.137,0.4,82.026,233813,4,21,2005-04-12,False
548,0.677,0.251,7,-16.772,0,0.0302,0.25,0.0176,0.137,0.4,82.026,233813,4,21,2005-04-12,False
549,0.677,0.251,7,-16.772,0,0.0302,0.25,0.0176,0.137,0.4,82.026,233813,4,21,2005-04-12,False
550,0.678,0.474,0,-9.104,0,0.0267,0.74,0.0,0.106,0.462,95.013,242395,4,0,2016-03-07,True
551,0.678,0.474,0,-9.104,0,0.0267,0.74,0.0,0.106,0.462,95.013,242395,4,0,2016-03-07,True
552,0.678,0.474,0,-9.104,0,0.0267,0.74,0.0,0.106,0.462,95.013,242395,4,0,2016-03-07,True
553,0.678,0.474,0,-9.104,0,0.0267,0.74,0.0,0.106,0.462,95.013,242395,4,0,2016-03-07,True
554,0.727,0.786,2,-4.645,0,0.0469,0.0378,3.4e-05,0.335,0.833,125.053,221160,4,6,2018-04-16,False
555,0.727,0.786,2,-4.645,0,0.0469,0.0378,3.4e-05,0.335,0.833,125.053,221160,4,6,2018-04-16,False
556,0.727,0.786,2,-4.645,0,0.0469,0.0378,3.4e-05,0.335,0.833,125.053,221160,4,6,2018-04-16,False
557,0.727,0.786,2,-4.645,0,0.0469,0.0378,3.4e-05,0.335,0.833,125.053,221160,4,6,2018-04-16,False
558,0.51,0.708,7,-5.337,1,0.0303,7.86e-05,0.0,0.104,0.855,141.988,153733,4,0,2008-01-01,False
559,0.51,0.708,7,-5.337,1,0.0303,7.86e-05,0.0,0.104,0.855,141.988,153733,4,0,2008-01-01,False
560,0.51,0.708,7,-5.337,1,0.0303,7.86e-05,0.0,0.104,0.855,141.988,153733,4,0,2008-01-01,False
561,0.51,0.708,7,-5.337,1,0.0303,7.86e-05,0.0,0.104,0.855,141.988,153733,4,0,2008-01-01,False
562,0.282,0.955,0,-6.644,1,0.0838,0.000507,0.00501,0.728,0.169,103.268,253341,4,0,2012-10-17,False
563,0.282,0.955,0,-6.644,1,0.0838,0.000507,0.00501,0.728,0.169,103.268,253341,4,0,2012-10-17,False
564,0.282,0.955,0,-6.644,1,0.0838,0.000507,0.00501,0.728,0.169,103.268,253341,4,0,2012-10-17,False
565,0.282,0.955,0,-6.644,1,0.0838,0.000507,0.00501,0.728,0.169,103.268,253341,4,0,2012-10-17,False
566,0.422,0.636,7,-9.498,1,0.0409,0.817,0.00102,0.544,0.77,93.301,301194,4,12,2016-04-25,False
567,0.422,0.636,7,-9.498,1,0.0409,0.817,0.00102,0.544,0.77,93.301,301194,4,12,2016-04-25,False
568,0.422,0.636,7,-9.498,1,0.0409,0.817,0.00102,0.544,0.77,93.301,301194,4,12,2016-04-25,False
569,0.422,0.636,7,-9.498,1,0.0409,0.817,0.00102,0.544,0.77,93.301,301194,4,12,2016-04-25,False
570,0.62,0.338,0,-8.396,1,0.0333,0.839,2.06e-06,0.129,0.269,119.777,367000,3,15,2020-12-12,False
571,0.62,0.338,0,-8.396,1,0.0333,0.839,2.06e-06,0.129,0.269,119.777,367000,3,15,2020-12-12,False
572,0.62,0.338,0,-8.396,1,0.0333,0.839,2.06e-06,0.129,0.269,119.777,367000,3,15,2020-12-12,False
573,0.62,0.338,0,-8.396,1,0.0333,0.839,2.06e-06,0.129,0.269,119.777,367000,3,15,2020-12-12,False
574,0.331,0.433,11,-9.583,1,0.0435,0.287,0.0,0.206,0.36,176.278,300947,3,11,1993,False
575,0.331,0.433,11,-9.583,1,0.0435,0.287,0.0,0.206,0.36,176.278,300947,3,11,1993,False
576,0.331,0.433,11,-9.583,1,0.0435,0.287,0.0,0.206,0.36,176.278,300947,3,11,1993,False
577,0.331,0.433,11,-9.583,1,0.0435,0.287,0.0,0.206,0.36,176.278,300947,3,11,1993,False
578,0.561,0.766,0,-6.696,0,0.279,0.0268,3.03e-06,0.118,0.285,171.907,170031,4,6,2019-01-25,True
579,0.561,0.766,0,-6.696,0,0.279,0.0268,3.03e-06,0.118,0.285,171.907,170031,4,6,2019-01-25,True
580,0.561,0.766,0,-6.696,0,0.279,0.0268,3.03e-06,0.118,0.285,171.907,170031,4,6,2019-01-25,True
581,0.561,0.766,0,-6.696,0,0.279,0.0268,3.03e-06,0.118,0.285,171.907,170031,4,6,2019-01-25,True
582,0.483,0.328,6,-9.266,1,0.0299,0.081,0.0,0.075,0.332,179.94,204000,4,18,2022-05-19,False
583,0.483,0.328,6,-9.266,1,0.0299,0.081,0.0,0.075,0.332,179.94,204000,4,18,2022-05-19,False
584,0.483,0.328,6,-9.266,1,0.0299,0.081,0.0,0.075,0.332,179.94,204000,4,18,2022-05-19,False
585,0.483,0.328,6,-9.266,1,0.0299,0.081,0.0,0.075,0.332,179.94,204000,4,18,2022-05-19,False
586,0.617,0.531,11,-7.761,1,0.0278,0.671,0.0,0.116,0.323,111.963,242000,4,0,2017-07-13,False
587,0.617,0.531,11,-7.761,1,0.0278,0.671,0.0,0.116,0.323,111.963,242000,4,0,2017-07-13,False
588,0.617,0.531,11,-7.761,1,0.0278,0.671,0.0,0.116,0.323,111.963,242000,4,0,2017-07-13,False
589,0.617,0.531,11,-7.761,1,0.0278,0.671,0.0,0.116,0.323,111.963,242000,4,0,2017-07-13,False
590,0.685,0.271,0,-10.627,1,0.0333,0.742,0.00763,0.124,0.375,118.928,208747,4,1,2019-09-13,False
591,0.685,0.271,0,-10.627,1,0.0333,0.742,0.00763,0.124,0.375,118.928,208747,4,1,2019-09-13,False
592,0.685,0.271,0,-10.627,1,0.0333,0.742,0.00763,0.124,0.375,118.928,208747,4,1,2019-09-13,False
593,0.685,0.271,0,-10.627,1,0.0333,0.742,0.00763,0.124,0.375,118.928,208747,4,1,2019-09-13,False
594,0.652,0.815,5,-9.341,0,0.203,0.43,0.0,0.0492,0.722,159.969,365897,4,8,2014-04-02,False
595,0.652,0.815,5,-9.341,0,0.203,0.43,0.0,0.0492,0.722,159.969,365897,4,8,2014-04-02,False
596,0.652,0.815,5,-9.341,0,0.203,0.43,0.0,0.0492,0.722,159.969,365897,4,8,2014-04-02,False
597,0.652,0.815,5,-9.341,0,0.203,0.43,0.0,0.0492,0.722,159.969,365897,4,8,2014-04-02,False
598,0.388,0.361,0,-12.846,1,0.0471,0.771,0.0,0.0816,0.661,83.289,403147,4,0,2001-06-01,False
599,0.388,0.361,0,-12.846,1,0.0471,0.771,0.0,0.0816,0.661,83.289,403147,4,0,2001-06-01,False
600,0.388,0.361,0,-12.846,1,0.0471,0.771,0.0,0.0816,0.661,83.289,403147,4,0,2001-06-01,False
601,0.388,0.361,0,-12.846,1,0.0471,0.771,0.0,0.0816,0.661,83.289,403147,4,0,2001-06-01,False
602,0.544,0.765,0,-7.684,1,0.0659,0.00359,0.0293,0.145,0.726,176.584,178893,4,0,2010-09-14,False
603,0.544,0.765,0,-7.684,1,0.0659,0.00359,0.0293,0.145,0.726,176.584,178893,4,0,2010-09-14,False
604,0.544,0.765,0,-7.684,1,0.0659,0.00359,0.0293,0.145,0.726,176.584,178893,4,0,2010-09-14,False
605,0.544,0.765,0,-7.684,1,0.0659,0.00359,0.0293,0.145,0.726,176.584,178893,4,0,2010-09-14,False
606,0.739,0.874,7,-9.42,0,0.0407,0.00317,0.646,0.0572,0.855,123.007,393192,4,8,2022-07-29,False
607,0.649,0.842,1,-8.219,0,0.0313,0.00109,0.00323,0.0498,0.805,130.037,226067,4,2,1999-08-17,False
608,0.586,0.362,7,-9.167,0,0.029,0.758,0.0,0.105,0.277,130.2,281667,4,33,2006,False
609,0.72,0.727,5,-3.882,1,0.0489,0.0556,0.0,0.138,0.481,99.994,223190,4,1,2023-08-07,False
610,0.271,0.398,9,-8.23,1,0.0405,0.896,0.0,0.131,0.247,76.388,252262,4,0,2012-10-18,False
611,0.271,0.398,9,-8.23,1,0.0405,0.896,0.0,0.131,0.247,76.388,252262,4,0,2012-10-18,False
612,0.271,0.398,9,-8.23,1,0.0405,0.896,0.0,0.131,0.247,76.388,252262,4,0,2012-10-18,False
613,0.271,0.398,9,-8.23,1,0.0405,0.896,0.0,0.131,0.247,76.388,252262,4,0,2012-10-18,False
614,0.579,0.941,11,-0.922,1,0.202,0.148,0.0,0.515,0.748,84.978,195088,4,0,2018-10-07,False
615,0.579,0.941,11,-0.922,1,0.202,0.148,0.0,0.515,0.748,84.978,195088,4,0,2018-10-07,False
616,0.579,0.941,11,-0.922,1,0.202,0.148,0.0,0.515,0.748,84.978,195088,4,0,2018-10-07,False
617,0.579,0.941,11,-0.922,1,0.202,0.148,0.0,0.515,0.748,84.978,195088,4,0,2018-10-07,False
618,0.671,0.893,7,-6.312,1,0.179,0.276,7.43e-06,0.512,0.862,144.96,339725,4,0,2021-08-15,False
619,0.671,0.893,7,-6.312,1,0.179,0.276,7.43e-06,0.512,0.862,144.96,339725,4,0,2021-08-15,False
620,0.671,0.893,7,-6.312,1,0.179,0.276,7.43e-06,0.512,0.862,144.96,339725,4,0,2021-08-15,False
621,0.671,0.893,7,-6.312,1,0.179,0.276,7.43e-06,0.512,0.862,144.96,339725,4,0,2021-08-15,False
622,0.695,0.544,7,-8.363,1,0.0286,0.231,0.0,0.107,0.327,98.007,217200,4,0,2002-09-11,False
623,0.651,0.833,8,-5.005,0,0.099,0.195,0.0,0.37,0.852,107.131,277072,4,8,2016-03-30,False
624,0.492,0.45,7,-6.256,1,0.0337,0.808,0.0,0.11,0.304,75.891,209211,4,9,2023-11-17,False
625,0.781,0.788,7,-4.137,1,0.135,0.0569,0.0,0.208,0.908,90.074,198133,4,7,2000-09-26,False
626,0.723,0.577,2,-6.199,1,0.0309,0.858,6.19e-05,0.0768,0.831,135.896,204682,4,5,2001-09-01,False
627,0.539,0.366,4,-8.444,1,0.0309,0.675,0.0,0.139,0.29,124.318,241837,4,49,2023-05-05,False
628,0.725,0.842,1,-6.387,1,0.0284,0.465,0.0,0.335,0.923,85.021,282353,4,25,2022-08-25,False
629,0.474,0.884,0,-6.032,1,0.0377,0.00102,0.0,0.111,0.619,95.726,199227,4,36,2000-01-01,False
630,0.642,0.512,10,-5.931,1,0.0272,0.564,0.0,0.0883,0.406,127.99,219475,4,19,2011-03-04,False
631,0.649,0.934,1,-3.117,0,0.203,0.432,0.0,0.187,0.716,96.974,197264,4,7,2023-09-04,False
632,0.647,0.289,2,-13.086,1,0.0371,0.973,0.0231,0.108,0.54,108.11,183066,1,10,2003-03-03,False
633,0.777,0.543,7,-8.612,1,0.0369,0.31,0.0125,0.301,0.729,89.948,340037,4,0,2018-11-13,False
634,0.69,0.111,9,-14.017,0,0.0438,0.863,0.00325,0.118,0.27,82.946,211093,4,0,2017-05-11,False
635,0.791,0.773,4,-6.771,1,0.0682,0.274,0.0,0.0822,0.885,113.046,233195,4,0,2013-01-01,False
636,0.469,0.911,0,-6.086,1,0.0907,0.0476,0.0,0.681,0.289,109.953,115625,4,0,2016-06-20,True
637,0.734,0.743,6,-5.003,0,0.0263,0.0715,0.0,0.0638,0.696,103.006,179764,4,0,2021-08-25,False
638,0.372,0.229,7,-12.655,1,0.0299,0.855,0.305,0.606,0.211,147.287,218895,3,1,2017-09-21,False
639,0.781,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,281560,4,0,2023-06-30,False
640,0.566,0.718,1,-6.174,1,0.067,0.353,0.0,0.076,0.623,171.956,200688,4,0,2019-07-23,False
641,0.355,0.163,3,-14.684,1,0.0435,0.98,0.0062,0.366,0.457,130.376,176480,4,0,2010-11-02,False
642,0.186,0.22,0,-15.246,0,0.0363,0.531,0.663,0.133,0.0612,136.6,240133,4,4,2007-09-03,False
643,0.633,0.74,9,-9.145,1,0.0434,0.583,0.000274,0.302,0.666,159.789,299680,4,10,1994-01-01,False
644,0.709,0.873,4,-3.587,1,0.084,0.32,0.0,0.268,0.884,84.96,208555,4,4,2022-11-24,False
645,0.793,0.611,2,-6.095,0,0.0487,0.113,0.0,0.107,0.708,131.973,213667,4,17,2007,False
646,0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,242496,4,0,2023-11-21,False
647,0.692,0.937,11,-5.152,0,0.284,0.00452,0.000484,0.191,0.592,134.996,394373,4,0,2011-02-10,False
648,0.515,0.561,11,-8.608,0,0.277,0.511,0.0,0.339,0.297,159.667,220169,4,2,2019-01-24,False
649,0.334,0.157,3,-8.396,0,0.0338,0.87,6.69e-06,0.104,0.0747,117.677,287293,4,6,2007-11-01,False
650,0.643,0.815,0,-5.298,0,0.0307,0.0577,0.000291,0.0562,0.568,103.025,191068,4,15,2023-12-15,False
651,0.7,0.596,9,-9.462,0,0.0444,0.159,0.000269,0.122,0.657,144.009,609221,4,0,2013-08-26,False
652,0.599,0.588,4,-8.773,0,0.0275,0.849,0.256,0.0763,0.466,120.018,296293,4,0,2008-01-01,False
653,0.574,0.548,10,-7.17,1,0.0327,0.406,1.57e-06,0.298,0.762,189.884,121067,3,1,2005-11-10,False
654,0.541,0.647,8,-9.849,1,0.0671,0.0812,0.000164,0.0546,0.614,178.089,455459,4,1,1998-01-01,False
655,0.568,0.869,4,-3.063,0,0.0469,0.0833,1.45e-06,0.332,0.6,114.147,208493,4,0,1991-12-17,False
656,0.712,0.627,2,-9.15,1,0.154,0.259,0.0,0.0886,0.698,121.847,179057,4,0,1980-06-01,False
657,0.618,0.899,11,-0.065,0,0.0335,0.729,0.0,0.334,0.893,90.077,332667,4,2,2021-06-21,False
658,0.82,0.509,7,-6.485,1,0.153,0.286,0.0,0.234,0.553,172.072,180522,4,1,2022-06-17,False
659,0.554,0.26,0,-11.466,1,0.036,0.786,5.17e-06,0.221,0.131,116.867,249867,4,29,1998-09-07,False
660,0.598,0.726,0,-8.584,1,0.0268,0.00327,0.538,0.712,0.409,106.0,224520,4,0,2016-04-15,False
661,0.351,0.454,2,-8.299,1,0.0344,0.722,0.0,0.113,0.26,139.873,273450,4,4,2011-12-02,False
662,0.695,0.601,9,-9.052,1,0.0282,0.32,3.63e-06,0.203,0.625,118.789,209136,4,3,2001-01-01,False
663,0.165,0.767,9,-7.797,0,0.074,0.275,0.32,0.0842,0.0345,160.818,306550,4,0,2017-12-01,False
664,0.656,0.718,7,-7.038,1,0.0769,0.874,9.41e-05,0.238,0.935,156.189,203600,4,0,2006-02-20,False
665,0.434,0.63,7,-7.194,1,0.0353,0.193,0.0,0.0746,0.837,200.907,295827,4,1,2001-08-21,False
666,0.655,0.153,7,-11.496,1,0.0296,0.89,2.25e-05,0.0941,0.315,96.092,227387,4,15,2019-07-19,False
667,0.356,0.951,7,-6.17,1,0.12,0.00678,0.0,0.346,0.328,151.733,142307,4,10,2020-10-09,False
668,0.83,0.674,0,-5.554,1,0.105,0.365,0.0,0.0808,0.517,110.994,207508,4,33,2019-06-05,False
669,0.672,0.632,1,-9.169,1,0.137,0.00165,0.303,0.175,0.569,200.0,276316,3,0,2010-12-20,False
670,0.63,0.558,11,-4.001,1,0.0536,0.524,0.000447,0.0487,0.879,160.387,115296,3,5,2014-04-12,False
671,0.396,0.851,8,-6.293,1,0.0803,0.613,2.7e-06,0.393,0.653,103.681,350979,4,0,2022-09-16,False
672,0.457,0.586,2,-7.44,0,0.0679,0.285,0.00741,0.972,0.33,134.661,500867,4,0,2022-10-07,False
673,0.461,0.694,4,-7.773,1,0.0417,0.0356,1.43e-05,0.086,0.298,159.839,261968,4,9,2023-12-14,False
674,0.555,0.228,2,-12.635,1,0.0341,0.878,3.6e-05,0.328,0.591,113.283,145000,4,0,2006-01-01,False
675,0.555,0.228,2,-12.635,1,0.0341,0.878,3.6e-05,0.328,0.591,113.283,145000,4,0,2006-01-01,False
676,0.555,0.228,2,-12.635,1,0.0341,0.878,3.6e-05,0.328,0.591,113.283,145000,4,0,2006-01-01,False
677,0.555,0.228,2,-12.635,1,0.0341,0.878,3.6e-05,0.328,0.591,113.283,145000,4,0,2006-01-01,False
678,0.69,0.617,4,-12.77,0,0.0409,0.021,0.00706,0.315,0.754,100.056,240427,4,0,2023-06-09,False
679,0.69,0.617,4,-12.77,0,0.0409,0.021,0.00706,0.315,0.754,100.056,240427,4,0,2023-06-09,False
680,0.69,0.617,4,-12.77,0,0.0409,0.021,0.00706,0.315,0.754,100.056,240427,4,0,2023-06-09,False
681,0.69,0.617,4,-12.77,0,0.0409,0.021,0.00706,0.315,0.754,100.056,240427,4,0,2023-06-09,False
682,0.221,0.768,11,-5.125,1,0.0539,0.207,0.0,0.0985,0.495,170.709,258333,4,0,2023-09-02,False
683,0.221,0.768,11,-5.125,1,0.0539,0.207,0.0,0.0985,0.495,170.709,258333,4,0,2023-09-02,False
684,0.221,0.768,11,-5.125,1,0.0539,0.207,0.0,0.0985,0.495,170.709,258333,4,0,2023-09-02,False
685,0.221,0.768,11,-5.125,1,0.0539,0.207,0.0,0.0985,0.495,170.709,258333,4,0,2023-09-02,False
686,0.532,0.424,0,-11.869,1,0.0434,0.775,8.49e-06,0.579,0.909,125.896,140460,4,10,1942-11-13,False
687,0.532,0.424,0,-11.869,1,0.0434,0.775,8.49e-06,0.579,0.909,125.896,140460,4,10,1942-11-13,False
688,0.532,0.424,0,-11.869,1,0.0434,0.775,8.49e-06,0.579,0.909,125.896,140460,4,10,1942-11-13,False
689,0.532,0.424,0,-11.869,1,0.0434,0.775,8.49e-06,0.579,0.909,125.896,140460,4,10,1942-11-13,False
690,0.703,0.697,4,-4.877,0,0.0809,0.196,0.0,0.309,0.279,92.046,207183,4,9,2023-04-28,False
691,0.703,0.697,4,-4.877,0,0.0809,0.196,0.0,0.309,0.279,92.046,207183,4,9,2023-04-28,False
692,0.703,0.697,4,-4.877,0,0.0809,0.196,0.0,0.309,0.279,92.046,207183,4,9,2023-04-28,False
693,0.703,0.697,4,-4.877,0,0.0809,0.196,0.0,0.309,0.279,92.046,207183,4,9,2023-04-28,False
694,0.505,0.418,0,-8.441,1,0.0262,0.529,0.0,0.354,0.229,129.026,222333,4,9,1994-01-01,False
695,0.505,0.418,0,-8.441,1,0.0262,0.529,0.0,0.354,0.229,129.026,222333,4,9,1994-01-01,False
696,0.505,0.418,0,-8.441,1,0.0262,0.529,0.0,0.354,0.229,129.026,222333,4,9,1994-01-01,False
697,0.505,0.418,0,-8.441,1,0.0262,0.529,0.0,0.354,0.229,129.026,222333,4,9,1994-01-01,False
698,0.514,0.3,2,-7.514,0,0.0261,0.915,2.29e-05,0.118,0.178,89.889,197084,4,38,1993-07-01,False
699,0.514,0.3,2,-7.514,0,0.0261,0.915,2.29e-05,0.118,0.178,89.889,197084,4,38,1993-07-01,False
700,0.514,0.3,2,-7.514,0,0.0261,0.915,2.29e-05,0.118,0.178,89.889,197084,4,38,1993-07-01,False
701,0.514,0.3,2,-7.514,0,0.0261,0.915,2.29e-05,0.118,0.178,89.889,197084,4,38,1993-07-01,False
702,0.707,0.788,5,-7.183,1,0.0598,0.126,6.7e-06,0.227,0.927,163.417,241600,3,1,1988,False
703,0.707,0.788,5,-7.183,1,0.0598,0.126,6.7e-06,0.227,0.927,163.417,241600,3,1,1988,False
704,0.707,0.788,5,-7.183,1,0.0598,0.126,6.7e-06,0.227,0.927,163.417,241600,3,1,1988,False
705,0.707,0.788,5,-7.183,1,0.0598,0.126,6.7e-06,0.227,0.927,163.417,241600,3,1,1988,False
706,0.779,0.605,7,-8.062,0,0.0705,0.399,0.000189,0.11,0.552,105.032,188587,4,0,2022-12-09,False
707,0.779,0.605,7,-8.062,0,0.0705,0.399,0.000189,0.11,0.552,105.032,188587,4,0,2022-12-09,False
708,0.779,0.605,7,-8.062,0,0.0705,0.399,0.000189,0.11,0.552,105.032,188587,4,0,2022-12-09,False
709,0.779,0.605,7,-8.062,0,0.0705,0.399,0.000189,0.11,0.552,105.032,188587,4,0,2022-12-09,False
710,0.522,0.146,10,-11.559,0,0.0547,0.996,0.0541,0.114,0.535,81.551,163227,4,0,2015-07-15,False
711,0.522,0.146,10,-11.559,0,0.0547,0.996,0.0541,0.114,0.535,81.551,163227,4,0,2015-07-15,False
712,0.522,0.146,10,-11.559,0,0.0547,0.996,0.0541,0.114,0.535,81.551,163227,4,0,2015-07-15,False
713,0.522,0.146,10,-11.559,0,0.0547,0.996,0.0541,0.114,0.535,81.551,163227,4,0,2015-07-15,False
714,0.593,0.403,0,-14.28,0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916,4,34,2021-05-21,False
715,0.593,0.403,0,-14.28,0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916,4,34,2021-05-21,False
716,0.593,0.403,0,-14.28,0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916,4,34,2021-05-21,False
717,0.593,0.403,0,-14.28,0,0.0701,0.507,0.0319,0.127,0.353,107.074,146916,4,34,2021-05-21,False
718,0.227,0.975,10,-3.644,1,0.0972,0.0122,0.0,0.197,0.495,101.282,134640,5,4,2014-11-18,True
719,0.227,0.975,10,-3.644,1,0.0972,0.0122,0.0,0.197,0.495,101.282,134640,5,4,2014-11-18,True
720,0.227,0.975,10,-3.644,1,0.0972,0.0122,0.0,0.197,0.495,101.282,134640,5,4,2014-11-18,True
721,0.227,0.975,10,-3.644,1,0.0972,0.0122,0.0,0.197,0.495,101.282,134640,5,4,2014-11-18,True
722,0.628,0.948,8,-3.877,0,0.134,0.181,0.00078,0.37,0.755,107.921,151106,4,6,2019-12-06,False
723,0.628,0.948,8,-3.877,0,0.134,0.181,0.00078,0.37,0.755,107.921,151106,4,6,2019-12-06,False
724,0.628,0.948,8,-3.877,0,0.134,0.181,0.00078,0.37,0.755,107.921,151106,4,6,2019-12-06,False
725,0.628,0.948,8,-3.877,0,0.134,0.181,0.00078,0.37,0.755,107.921,151106,4,6,2019-12-06,False
726,0.573,0.603,11,-5.996,1,0.0316,0.47,0.0,0.348,0.368,140.001,225507,4,0,2012-04-03,False
727,0.573,0.603,11,-5.996,1,0.0316,0.47,0.0,0.348,0.368,140.001,225507,4,0,2012-04-03,False
728,0.573,0.603,11,-5.996,1,0.0316,0.47,0.0,0.348,0.368,140.001,225507,4,0,2012-04-03,False
729,0.573,0.603,11,-5.996,1,0.0316,0.47,0.0,0.348,0.368,140.001,225507,4,0,2012-04-03,False
730,0.616,0.693,8,-7.31,0,0.0323,0.00149,0.0159,0.22,0.855,145.933,195973,4,0,2023-10-11,False
731,0.616,0.693,8,-7.31,0,0.0323,0.00149,0.0159,0.22,0.855,145.933,195973,4,0,2023-10-11,False
732,0.616,0.693,8,-7.31,0,0.0323,0.00149,0.0159,0.22,0.855,145.933,195973,4,0,2023-10-11,False
733,0.616,0.693,8,-7.31,0,0.0323,0.00149,0.0159,0.22,0.855,145.933,195973,4,0,2023-10-11,False
734,0.639,0.886,7,-6.161,0,0.0689,0.0633,5.28e-05,0.349,0.432,139.996,273277,4,17,2018-11-23,False
